proband_id,Session_Duration (hours),Calories_Burned,Workout_Type
11701,1.96,2293.2,Strength
11702,1.04,1122.26,Strength
11703,1.3,1713.14,HIIT
11704,1.87,1458.6,Yoga
11705,1.44,1900.8,HIIT
11706,1.09,1045.53,Cardio
11707,1.68,1310.4,Yoga
11708,1.19,1048.15,Cardio
11709,1.2,1185.84,Strength
11710,1.69,1757.6,Cardio
11711,1.97,2817.1,HIIT
11712,1.21,1197.9,Strength
11713,1.19,1143.35,Cardio
11714,1.39,917.4,Yoga
11715,1.08,1305.61,HIIT
11716,1.57,1835.49,Strength
11717,1.48,1420.8,Cardio
11718,1.35,1780.52,HIIT
11719,1.26,1359.67,Strength
11720,1.45,1392.0,Cardio
11721,1.32,1267.2,Cardio
11722,1.11,1063.82,Cardio
11723,1.41,1859.65,HIIT
11724,1.0,720.0,Yoga
11725,1.66,1295.8,Yoga
11726,1.13,812.92,Yoga
11727,1.24,1638.16,HIIT
11728,0.5,494.55,Strength
11729,1.15,1104.92,Cardio
11730,1.41,1016.05,Yoga
11731,1.46,1930.41,HIIT
11732,1.32,1426.79,Strength
11733,1.01,1089.89,Strength
11734,1.09,959.2,Cardio
11735,0.73,481.8,Yoga
11736,1.97,2819.27,HIIT
11737,0.67,662.7,Strength
11738,0.5,604.45,HIIT
11739,1.44,1902.38,HIIT
11740,1.25,1350.0,Strength
11741,1.03,740.98,Yoga
11742,0.89,589.0,Yoga
11743,1.64,1705.6,Cardio
11744,1.47,1590.25,Strength
11745,0.51,337.21,Yoga
11746,1.66,1945.19,Strength
11747,1.92,1996.8,Cardio
11748,1.51,2160.96,HIIT
11749,1.58,1233.35,Yoga
11750,1.04,1376.23,HIIT
11751,1.46,1925.59,HIIT
11752,1.61,1886.6,Strength
11753,1.87,1943.3,Cardio
11754,1.0,957.6,Cardio
11755,1.14,1094.4,Cardio
11756,1.26,1660.43,HIIT
11757,1.13,1492.84,HIIT
11758,1.01,970.41,Cardio
11759,1.11,1197.8,Strength
11760,1.09,1045.53,Cardio
11761,1.27,1675.0,HIIT
11762,0.92,606.65,Yoga
11763,1.1,792.0,Yoga
11764,1.05,1271.66,HIIT
11765,0.75,742.5,Strength
11766,1.25,1648.62,HIIT
11767,0.53,466.82,Cardio
11768,1.48,1950.34,HIIT
11769,1.02,735.01,Yoga
11770,1.36,1796.7,HIIT
11771,1.17,1026.79,Cardio
11772,1.29,928.8,Yoga
11773,1.18,1557.6,HIIT
11774,0.85,748.0,Cardio
11775,1.48,978.58,Yoga
11776,1.07,771.04,Yoga
11777,1.18,1165.01,Strength
11778,1.17,1414.41,HIIT
11779,1.08,949.54,Cardio
11780,1.46,1052.95,Yoga
11781,1.7,1324.98,Yoga
11782,0.99,1308.98,HIIT
11783,2.0,2078.4,Cardio
11784,1.1,1453.21,HIIT
11785,1.02,976.75,Cardio
11786,0.88,775.1,Cardio
11787,0.52,628.63,HIIT
11788,1.1,1089.0,Strength
11789,0.83,729.74,Cardio
11790,1.39,1501.2,Strength
11791,0.98,970.2,Strength
11792,1.34,1771.75,HIIT
11793,1.4,924.84,Yoga
11794,1.74,2037.37,Strength
11795,1.0,720.0,Yoga
11796,1.49,1970.08,HIIT
11797,1.73,1797.82,Cardio
11798,1.49,1610.54,Strength
11799,1.48,1594.4,Strength
11800,0.73,642.98,Cardio
11801,1.41,1706.1,HIIT
11802,0.56,368.59,Yoga
11803,1.23,884.86,Yoga
11804,0.9,593.46,Yoga
11805,1.11,1466.42,HIIT
11806,0.55,664.9,HIIT
11807,1.76,2062.37,Strength
11808,1.4,1227.52,Cardio
11809,1.01,726.59,Yoga
11810,1.71,2445.3,HIIT
11811,0.55,545.0,Strength
11812,1.86,2174.53,Strength
11813,0.72,712.8,Strength
11814,0.77,763.69,Strength
11815,1.23,1328.4,Strength
11816,1.48,1066.49,Yoga
11817,1.26,1664.59,HIIT
11818,1.18,1168.2,Strength
11819,1.28,1688.19,HIIT
11820,1.31,1150.7,Cardio
11821,1.96,2291.44,Strength
11822,1.18,1426.5,HIIT
11823,0.99,1070.09,Strength
11824,1.37,1657.7,HIIT
11825,1.85,2645.5,HIIT
11826,1.16,1148.4,Strength
11827,1.26,1663.2,HIIT
11828,1.43,1030.46,Yoga
11829,1.1,1453.21,HIIT
11830,1.0,1080.9,Strength
11831,1.48,1067.38,Yoga
11832,1.18,848.89,Yoga
11833,1.38,911.63,Yoga
11834,0.57,375.86,Yoga
11835,1.58,2259.4,HIIT
11836,1.62,1263.6,Yoga
11837,1.47,1943.63,HIIT
11838,1.73,1350.44,Yoga
11839,1.97,2817.1,HIIT
11840,1.64,1921.75,Strength
11841,1.48,1298.85,Cardio
11842,0.6,396.0,Yoga
11843,0.84,1017.32,HIIT
11844,1.16,766.3,Yoga
11845,0.99,980.99,Strength
11846,1.43,1543.11,Strength
11847,1.18,1131.86,Cardio
11848,1.15,828.69,Yoga
11849,1.42,1366.61,Cardio
11850,0.62,546.1,Cardio
11851,1.04,1000.9,Cardio
11852,1.85,2651.6,HIIT
11853,1.46,962.72,Yoga
11854,0.62,545.6,Cardio
11855,1.41,1398.44,Strength
11856,1.08,776.95,Yoga
11857,1.47,1587.6,Strength
11858,0.75,742.5,Strength
11859,1.38,1215.5,Cardio
11860,1.22,876.94,Yoga
11861,1.41,1861.2,HIIT
11862,1.48,1789.17,HIIT
11863,1.29,1704.22,HIIT
11864,1.3,1718.86,HIIT
11865,1.16,836.59,Yoga
11866,1.08,1425.6,HIIT
11867,1.7,1324.98,Yoga
11868,0.67,589.06,Cardio
11869,1.2,1297.08,Strength
11870,0.92,810.34,Cardio
11871,1.26,1520.44,HIIT
11872,0.52,343.2,Yoga
11873,1.19,1568.18,HIIT
11874,1.86,1932.91,Cardio
11875,1.71,2000.7,Strength
11876,1.09,1178.18,Strength
11877,1.19,857.51,Yoga
11878,1.3,1248.0,Cardio
11879,1.38,1214.4,Cardio
11880,1.74,2490.11,HIIT
11881,1.55,1810.71,Strength
11882,1.29,1390.88,Strength
11883,1.28,1553.02,HIIT
11884,1.36,980.02,Yoga
11885,1.45,1390.84,Cardio
11886,0.74,488.84,Yoga
11887,0.77,930.85,HIIT
11888,0.93,613.24,Yoga
11889,1.24,1499.04,HIIT
11890,1.24,818.4,Yoga
11891,0.53,350.12,Yoga
11892,1.01,1223.21,HIIT
11893,0.69,837.18,HIIT
11894,1.15,1391.5,HIIT
11895,1.48,1462.54,Strength
11896,1.16,1254.89,Strength
11897,1.5,1438.8,Cardio
11898,1.4,1687.84,HIIT
11899,1.97,1535.42,Yoga
11900,1.66,1295.8,Yoga
11901,1.37,1475.9,Strength
11902,1.26,832.36,Yoga
11903,1.33,1609.3,HIIT
11904,1.41,1706.1,HIIT
11905,1.41,1394.63,Strength
11906,1.7,2429.13,HIIT
11907,1.35,1455.57,Strength
11908,1.83,1427.4,Yoga
11909,1.44,1038.53,Yoga
11910,1.32,1266.14,Cardio
11911,1.08,710.86,Yoga
11912,1.06,1018.45,Cardio
11913,1.07,1029.77,Cardio
11914,1.37,1311.91,Cardio
11915,1.9,1483.14,Yoga
11916,1.54,1200.28,Yoga
11917,1.2,1581.36,HIIT
11918,1.28,1384.7,Strength
11919,1.28,1378.94,Strength
11920,0.96,633.02,Yoga
11921,1.39,1332.18,Cardio
11922,1.47,1292.42,Cardio
11923,1.71,1775.66,Cardio
11924,1.13,1221.42,Strength
11925,1.18,1040.29,Cardio
11926,1.29,928.03,Yoga
11927,1.19,1044.34,Cardio
11928,0.6,395.28,Yoga
11929,0.98,860.83,Cardio
11930,1.2,1150.08,Cardio
11931,0.55,664.29,HIIT
11932,1.15,1243.04,Strength
11933,1.23,1627.66,HIIT
11934,0.52,514.8,Strength
11935,0.52,343.51,Yoga
11936,0.9,889.38,Strength
11937,1.24,1336.97,Strength
11938,1.85,2166.16,Strength
11939,1.26,907.2,Yoga
11940,0.81,713.45,Cardio
11941,1.48,1424.35,Cardio
11942,1.42,1362.06,Cardio
11943,1.33,1755.6,HIIT
11944,1.87,1456.36,Yoga
11945,0.82,991.3,HIIT
11946,0.89,587.93,Yoga
11947,1.29,1701.38,HIIT
11948,0.77,762.3,Strength
11949,1.26,1359.67,Strength
11950,1.66,1942.2,Strength
11951,1.67,1304.6,Yoga
11952,1.01,1090.8,Strength
11953,1.47,1058.4,Yoga
11954,1.09,1078.12,Strength
11955,1.08,952.99,Cardio
11956,1.22,1172.18,Cardio
11957,1.27,1371.6,Strength
11958,1.31,1730.64,HIIT
11959,1.1,792.0,Yoga
11960,1.32,1269.31,Cardio
11961,1.7,1987.47,Strength
11962,1.95,2788.5,HIIT
11963,0.96,1163.71,HIIT
11964,1.37,1478.37,Strength
11965,1.45,1394.32,Cardio
11966,0.85,562.02,Yoga
11967,0.96,633.6,Yoga
11968,0.73,482.24,Yoga
11969,0.59,519.67,Cardio
11970,1.91,1487.51,Yoga
11971,1.0,661.2,Yoga
11972,1.09,784.8,Yoga
11973,1.28,1126.4,Cardio
11974,1.1,1453.21,HIIT
11975,1.1,1450.79,HIIT
11976,1.05,693.63,Yoga
11977,1.65,1929.02,Strength
11978,1.28,1382.4,Strength
11979,1.38,911.63,Yoga
11980,1.39,1376.1,Strength
11981,0.86,754.74,Cardio
11982,1.05,1007.16,Cardio
11983,1.86,2661.85,HIIT
11984,1.24,1338.08,Strength
11985,0.87,1052.7,HIIT
11986,1.22,1207.8,Strength
11987,0.82,721.6,Cardio
11988,1.97,2304.9,Strength
11989,1.02,673.2,Yoga
11990,1.47,1937.17,HIIT
11991,1.48,1599.73,Strength
11992,0.73,720.73,Strength
11993,1.39,916.57,Yoga
11994,1.4,1848.0,HIIT
11995,1.38,991.12,Yoga
11996,1.12,1208.59,Strength
11997,1.63,1904.17,Strength
11998,0.78,514.33,Yoga
11999,0.77,676.98,Cardio
12000,1.05,1134.0,Strength
12001,1.46,1402.77,Cardio
12002,1.01,666.6,Yoga
12003,1.34,1284.26,Cardio
12004,1.1,1452.0,HIIT
12005,1.03,1359.6,HIIT
12006,1.83,1428.5,Yoga
12007,0.84,739.2,Cardio
12008,0.83,730.4,Cardio
12009,1.2,1189.08,Strength
12010,1.17,1026.79,Cardio
12011,1.41,1014.35,Yoga
12012,1.92,1497.6,Yoga
12013,0.7,847.77,HIIT
12014,1.43,1890.75,HIIT
12015,1.14,820.12,Yoga
12016,1.18,1166.08,Strength
12017,1.2,1297.08,Strength
12018,1.42,1718.2,HIIT
12019,0.52,629.2,HIIT
12020,1.3,1287.0,Strength
12021,1.19,1049.1,Cardio
12022,1.49,1314.78,Cardio
12023,1.36,1471.25,Strength
12024,1.24,1227.6,Strength
12025,1.24,1499.04,HIIT
12026,1.03,1112.4,Strength
12027,1.37,985.58,Yoga
12028,1.42,1868.15,HIIT
12029,1.29,1240.46,Cardio
12030,1.39,1678.84,HIIT
12031,1.34,1179.2,Cardio
12032,1.36,898.42,Yoga
12033,1.21,1160.63,Cardio
12034,0.72,633.6,Cardio
12035,1.19,1284.13,Strength
12036,1.21,1595.87,HIIT
12037,1.45,1389.68,Cardio
12038,1.39,1372.35,Strength
12039,1.53,2186.22,HIIT
12040,1.38,1324.8,Cardio
12041,1.25,1512.5,HIIT
12042,0.57,565.33,Strength
12043,1.07,769.76,Yoga
12044,1.98,1546.78,Yoga
12045,1.04,1370.51,HIIT
12046,1.0,1317.8,HIIT
12047,1.0,990.0,Strength
12048,1.54,1201.2,Yoga
12049,0.55,484.0,Cardio
12050,1.49,1968.44,HIIT
12051,1.32,870.41,Yoga
12052,1.35,1296.0,Cardio
12053,1.87,1456.36,Yoga
12054,1.44,1903.97,HIIT
12055,1.39,1374.85,Strength
12056,1.51,2164.28,HIIT
12057,0.76,669.41,Cardio
12058,1.29,1697.12,HIIT
12059,1.45,1915.6,HIIT
12060,1.28,1228.8,Cardio
12061,1.06,1146.71,Strength
12062,1.29,1138.3,Cardio
12063,1.08,775.66,Yoga
12064,1.84,1912.13,Cardio
12065,1.41,1525.34,Strength
12066,1.23,1488.3,HIIT
12067,1.04,1375.09,HIIT
12068,1.26,1208.59,Cardio
12069,1.0,1079.1,Strength
12070,0.77,932.55,HIIT
12071,1.49,1605.18,Strength
12072,1.58,2254.19,HIIT
12073,1.15,1242.0,Strength
12074,0.73,722.7,Strength
12075,1.33,1275.74,Cardio
12076,1.18,1039.34,Cardio
12077,1.19,855.37,Yoga
12078,1.26,1360.8,Strength
12079,1.43,1886.03,HIIT
12080,1.37,1805.39,HIIT
12081,1.21,1597.2,HIIT
12082,1.1,1335.84,HIIT
12083,1.19,783.97,Yoga
12084,1.86,1932.91,Cardio
12085,1.15,1102.16,Cardio
12086,1.15,1515.47,HIIT
12087,1.13,814.28,Yoga
12088,1.68,1312.42,Yoga
12089,1.78,2084.2,Strength
12090,0.66,436.0,Yoga
12091,1.1,1331.0,HIIT
12092,0.66,799.33,HIIT
12093,0.84,738.53,Cardio
12094,1.05,1133.06,Strength
12095,1.16,1113.6,Cardio
12096,1.23,1217.7,Strength
12097,0.69,606.65,Cardio
12098,1.78,2541.48,HIIT
12099,1.07,1060.26,Strength
12100,1.11,1467.64,HIIT
12101,1.62,1680.91,Cardio
12102,1.36,1306.69,Cardio
12103,1.06,1016.75,Cardio
12104,0.87,860.52,Strength
12105,1.19,1283.06,Strength
12106,1.34,1619.93,HIIT
12107,1.24,893.54,Yoga
12108,0.78,770.8,Strength
12109,1.43,1544.4,Strength
12110,1.86,1451.92,Yoga
12111,0.97,639.62,Yoga
12112,0.7,847.0,HIIT
12113,1.98,1543.21,Yoga
12114,0.63,416.18,Yoga
12115,1.43,1375.09,Cardio
12116,1.27,917.45,Yoga
12117,1.03,1113.33,Strength
12118,1.08,1067.26,Strength
12119,1.98,2314.82,Strength
12120,1.86,1937.38,Cardio
12121,1.83,2141.1,Strength
12122,1.78,1388.4,Yoga
12123,1.43,1371.66,Cardio
12124,1.13,1216.33,Strength
12125,1.28,1126.4,Cardio
12126,1.14,1095.31,Cardio
12127,1.57,1839.73,Strength
12128,1.72,2012.4,Strength
12129,1.7,1769.36,Cardio
12130,1.37,987.22,Yoga
12131,0.75,495.0,Yoga
12132,1.43,944.66,Yoga
12133,1.18,848.89,Yoga
12134,0.81,801.17,Strength
12135,1.61,2296.99,HIIT
12136,1.36,1467.58,Strength
12137,1.37,1479.6,Strength
12138,1.38,910.8,Yoga
12139,1.62,1684.8,Cardio
12140,1.3,858.78,Yoga
12141,0.81,979.21,HIIT
12142,1.01,1089.89,Strength
12143,1.89,2209.6,Strength
12144,1.92,1990.66,Cardio
12145,1.41,1014.35,Yoga
12146,1.22,1610.4,HIIT
12147,1.33,1437.6,Strength
12148,1.45,1277.16,Cardio
12149,1.31,944.77,Yoga
12150,1.05,1038.56,Strength
12151,1.03,742.84,Yoga
12152,1.15,1138.5,Strength
12153,1.05,756.63,Yoga
12154,1.27,915.92,Yoga
12155,1.28,1382.4,Strength
12156,1.24,1340.32,Strength
12157,0.68,822.05,HIIT
12158,1.37,1479.6,Strength
12159,1.17,772.2,Yoga
12160,1.22,875.47,Yoga
12161,1.06,763.2,Yoga
12162,1.03,987.15,Cardio
12163,1.03,987.15,Cardio
12164,1.58,1640.67,Cardio
12165,1.66,1725.07,Cardio
12166,1.04,1371.66,HIIT
12167,1.71,1781.14,Cardio
12168,1.32,1743.85,HIIT
12169,0.91,900.08,Strength
12170,0.97,961.17,Strength
12171,0.5,329.4,Yoga
12172,1.01,665.99,Yoga
12173,1.19,1140.5,Cardio
12174,1.34,1618.45,HIIT
12175,1.08,954.72,Cardio
12176,1.39,1333.29,Cardio
12177,1.41,1017.74,Yoga
12178,0.9,1089.0,HIIT
12179,1.73,2022.54,Strength
12180,1.81,1408.54,Yoga
12181,1.65,1287.0,Yoga
12182,1.27,915.16,Yoga
12183,1.04,747.55,Yoga
12184,1.02,1008.88,Strength
12185,1.31,1586.54,HIIT
12186,1.54,2203.89,HIIT
12187,1.39,1334.4,Cardio
12188,0.74,650.02,Cardio
12189,1.4,1233.12,Cardio
12190,0.68,448.8,Yoga
12191,0.7,691.74,Strength
12192,1.42,1249.6,Cardio
12193,1.34,1622.87,HIIT
12194,1.54,1803.19,Strength
12195,1.66,1725.07,Cardio
12196,1.0,960.0,Cardio
12197,0.88,580.27,Yoga
12198,0.59,584.1,Strength
12199,0.73,722.7,Strength
12200,1.56,2230.8,HIIT
12201,1.92,1499.9,Yoga
12202,1.38,910.8,Yoga
12203,1.18,849.6,Yoga
12204,1.49,1971.72,HIIT
12205,1.07,1155.6,Strength
12206,1.28,1228.8,Cardio
12207,1.23,886.34,Yoga
12208,1.14,1502.29,HIIT
12209,1.8,1872.0,Cardio
12210,1.36,1345.18,Strength
12211,1.76,2510.99,HIIT
12212,1.11,1098.9,Strength
12213,0.64,635.33,Strength
12214,0.89,1076.9,HIIT
12215,1.11,1066.49,Cardio
12216,1.45,1756.1,HIIT
12217,0.72,871.2,HIIT
12218,1.29,1702.8,HIIT
12219,1.26,1521.83,HIIT
12220,1.02,1345.28,HIIT
12221,1.1,1188.99,Strength
12222,1.01,968.79,Cardio
12223,1.8,1874.88,Cardio
12224,0.75,905.85,HIIT
12225,1.02,733.79,Yoga
12226,1.81,1883.85,Cardio
12227,0.76,920.44,HIIT
12228,1.33,1435.2,Strength
12229,1.64,1280.18,Yoga
12230,0.79,521.4,Yoga
12231,1.43,1416.99,Strength
12232,1.76,2518.74,HIIT
12233,0.99,712.21,Yoga
12234,1.96,1531.15,Yoga
12235,1.24,1090.21,Cardio
12236,1.87,1946.3,Cardio
12237,1.09,1441.2,HIIT
12238,1.04,913.54,Cardio
12239,0.63,415.42,Yoga
12240,1.98,2833.58,HIIT
12241,0.84,833.11,Strength
12242,1.56,2229.08,HIIT
12243,1.13,1222.43,Strength
12244,1.08,1422.04,HIIT
12245,1.4,1344.0,Cardio
12246,1.08,951.26,Cardio
12247,0.72,633.02,Cardio
12248,1.66,1294.8,Yoga
12249,1.31,1260.74,Cardio
12250,1.74,2037.37,Strength
12251,1.65,1929.02,Strength
12252,1.8,1402.92,Yoga
12253,1.41,1015.2,Yoga
12254,1.57,1222.72,Yoga
12255,0.97,1172.63,HIIT
12256,1.68,1310.4,Yoga
12257,1.17,1028.66,Cardio
12258,0.67,811.44,HIIT
12259,1.45,1914.0,HIIT
12260,1.04,1123.2,Strength
12261,1.25,1103.0,Cardio
12262,1.04,749.42,Yoga
12263,0.82,811.06,Strength
12264,1.14,1229.15,Strength
12265,1.79,1860.17,Cardio
12266,1.75,2042.78,Strength
12267,0.64,773.7,HIIT
12268,1.84,1912.13,Cardio
12269,1.46,1287.14,Cardio
12270,1.16,1535.03,HIIT
12271,1.66,1293.8,Yoga
12272,1.15,828.0,Yoga
12273,1.0,1080.9,Strength
12274,1.19,1143.35,Cardio
12275,1.35,1634.98,HIIT
12276,0.55,483.56,Cardio
12277,1.08,778.25,Yoga
12278,0.66,436.0,Yoga
12279,1.45,1276.0,Cardio
12280,1.42,1024.1,Yoga
12281,0.75,906.68,HIIT
12282,0.56,493.25,Cardio
12283,0.79,782.1,Strength
12284,1.07,1156.56,Strength
12285,1.8,1404.0,Yoga
12286,0.74,487.51,Yoga
12287,1.28,921.6,Yoga
12288,1.4,1846.46,HIIT
12289,1.07,1156.56,Strength
12290,1.13,813.6,Yoga
12291,1.14,1504.8,HIIT
12292,1.85,2643.46,HIIT
12293,1.27,1220.22,Cardio
12294,1.84,2149.49,Strength
12295,1.27,1677.8,HIIT
12296,1.46,1578.11,Strength
12297,1.8,1400.76,Yoga
12298,1.78,1856.9,Cardio
12299,1.38,911.63,Yoga
12300,1.41,931.45,Yoga
12301,0.72,474.34,Yoga
12302,1.58,2261.14,HIIT
12303,2.0,2340.0,Strength
12304,1.81,2584.32,HIIT
12305,1.23,1078.46,Cardio
12306,1.18,780.22,Yoga
12307,0.58,702.44,HIIT
12308,1.58,1847.18,Strength
12309,1.84,2154.46,Strength
12310,1.37,1656.19,HIIT
12311,0.58,510.4,Cardio
12312,1.34,1179.2,Cardio
12313,1.41,1859.65,HIIT
12314,1.18,851.02,Yoga
12315,1.97,1536.6,Yoga
12316,1.47,1588.92,Strength
12317,1.37,985.58,Yoga
12318,1.17,1027.73,Cardio
12319,1.08,1430.35,HIIT
12320,1.07,1059.3,Strength
12321,1.17,842.4,Yoga
12322,0.72,870.41,HIIT
12323,1.58,2255.92,HIIT
12324,1.03,1020.63,Strength
12325,1.0,960.8,Cardio
12326,1.02,1234.2,HIIT
12327,1.18,1168.2,Strength
12328,1.14,1232.23,Strength
12329,1.16,1404.88,HIIT
12330,0.72,475.63,Yoga
12331,0.9,792.0,Cardio
12332,1.28,921.6,Yoga
12333,1.19,1569.49,HIIT
12334,1.4,1235.36,Cardio
12335,1.14,1094.4,Cardio
12336,1.95,1522.17,Yoga
12337,1.0,991.8,Strength
12338,0.61,736.76,HIIT
12339,1.35,1783.48,HIIT
12340,0.81,979.21,HIIT
12341,1.07,772.97,Yoga
12342,0.72,475.63,Yoga
12343,1.38,1327.01,Cardio
12344,0.99,950.4,Cardio
12345,1.36,980.83,Yoga
12346,1.76,2518.74,HIIT
12347,1.57,1225.54,Yoga
12348,1.11,1199.8,Strength
12349,1.3,935.22,Yoga
12350,1.87,1943.3,Cardio
12351,1.74,1357.2,Yoga
12352,1.1,1188.0,Strength
12353,1.27,1679.19,HIIT
12354,1.06,763.2,Yoga
12355,0.55,362.67,Yoga
12356,1.18,777.38,Yoga
12357,1.3,1249.04,Cardio
12358,1.01,1336.53,HIIT
12359,1.39,917.4,Yoga
12360,0.85,560.49,Yoga
12361,1.02,977.57,Cardio
12362,1.83,2142.75,Strength
12363,1.67,1303.6,Yoga
12364,1.16,835.2,Yoga
12365,1.51,1630.8,Strength
12366,1.13,745.12,Yoga
12367,1.47,1938.78,HIIT
12368,1.12,806.4,Yoga
12369,1.62,1896.86,Strength
12370,1.24,1228.72,Strength
12371,1.36,1467.58,Strength
12372,1.2,1585.32,HIIT
12373,1.46,1927.2,HIIT
12374,1.34,1449.61,Strength
12375,1.15,1105.84,Cardio
12376,1.33,1436.4,Strength
12377,1.72,1341.6,Yoga
12378,1.23,1488.3,HIIT
12379,1.87,2674.1,HIIT
12380,1.13,1222.43,Strength
12381,1.5,1317.6,Cardio
12382,1.66,1293.8,Yoga
12383,0.99,712.8,Yoga
12384,0.91,801.53,Cardio
12385,1.94,2269.8,Strength
12386,1.39,1678.84,HIIT
12387,1.14,1091.66,Cardio
12388,0.7,462.42,Yoga
12389,1.38,1490.4,Strength
12390,1.4,1512.0,Strength
12391,1.81,2117.7,Strength
12392,0.88,775.1,Cardio
12393,1.42,1872.84,HIIT
12394,1.13,1221.42,Strength
12395,1.83,1906.13,Cardio
12396,1.14,820.12,Yoga
12397,1.29,1392.04,Strength
12398,1.73,1349.4,Yoga
12399,1.52,1582.02,Cardio
12400,1.7,2431.0,HIIT
12401,1.58,1847.18,Strength
12402,1.01,1333.2,HIIT
12403,1.39,1335.51,Cardio
12404,1.78,2079.4,Strength
12405,1.42,1532.32,Strength
12406,0.94,620.4,Yoga
12407,1.71,1781.14,Cardio
12408,1.3,1248.0,Cardio
12409,0.63,415.8,Yoga
12410,1.71,1778.4,Cardio
12411,1.3,1571.57,HIIT
12412,1.09,1320.1,HIIT
12413,1.28,1547.39,HIIT
12414,0.54,474.34,Cardio
12415,1.34,1448.41,Strength
12416,1.02,1102.52,Strength
12417,0.81,712.8,Cardio
12418,1.66,1942.2,Strength
12419,1.94,2017.6,Cardio
12420,1.11,1098.9,Strength
12421,1.67,2388.1,HIIT
12422,1.38,1821.6,HIIT
12423,1.21,1162.57,Cardio
12424,1.17,772.9,Yoga
12425,1.13,1115.65,Strength
12426,1.84,1913.6,Cardio
12427,1.26,1209.6,Cardio
12428,1.37,1478.37,Strength
12429,1.02,1345.28,HIIT
12430,1.09,1079.1,Strength
12431,1.54,1203.05,Yoga
12432,1.16,1529.92,HIIT
12433,1.28,1227.78,Cardio
12434,0.68,598.4,Cardio
12435,1.14,1131.68,Strength
12436,1.4,1512.0,Strength
12437,0.68,449.21,Yoga
12438,1.13,1221.42,Strength
12439,1.29,1393.2,Strength
12440,0.84,555.41,Yoga
12441,1.38,1213.3,Cardio
12442,1.45,1392.0,Cardio
12443,0.96,950.4,Strength
12444,1.61,1675.69,Cardio
12445,1.18,1272.28,Strength
12446,1.27,914.4,Yoga
12447,0.54,356.72,Yoga
12448,0.76,751.72,Strength
12449,0.53,641.3,HIIT
12450,1.39,1678.84,HIIT
12451,1.34,1445.99,Strength
12452,1.37,905.02,Yoga
12453,1.16,834.5,Yoga
12454,1.11,797.2,Yoga
12455,1.06,1399.2,HIIT
12456,1.38,1669.8,HIIT
12457,1.07,1294.7,HIIT
12458,1.39,1001.63,Yoga
12459,1.79,2091.08,Strength
12460,0.89,589.0,Yoga
12461,1.46,1051.2,Yoga
12462,1.97,2817.1,HIIT
12463,1.35,1455.57,Strength
12464,0.96,1162.66,HIIT
12465,1.22,1474.86,HIIT
12466,1.45,1756.1,HIIT
12467,1.03,1111.47,Strength
12468,1.24,1499.04,HIIT
12469,0.99,1068.31,Strength
12470,1.65,2364.94,HIIT
12471,1.83,1427.4,Yoga
12472,1.03,1360.73,HIIT
12473,1.3,1248.0,Cardio
12474,1.03,1360.73,HIIT
12475,1.08,1036.8,Cardio
12476,1.33,1437.6,Strength
12477,1.17,772.9,Yoga
12478,1.96,2293.2,Strength
12479,1.14,1125.52,Strength
12480,1.17,1122.26,Cardio
12481,1.34,1445.99,Strength
12482,1.26,1209.6,Cardio
12483,1.46,963.6,Yoga
12484,1.07,706.84,Yoga
12485,0.81,534.11,Yoga
12486,1.23,1622.25,HIIT
12487,1.24,1640.89,HIIT
12488,0.66,797.15,HIIT
12489,1.11,1063.82,Cardio
12490,1.58,1233.35,Yoga
12491,1.43,1882.88,HIIT
12492,1.46,1050.32,Yoga
12493,1.32,1306.8,Strength
12494,1.53,1192.48,Yoga
12495,0.62,750.2,HIIT
12496,0.77,508.2,Yoga
12497,1.67,2395.45,HIIT
12498,1.68,1311.41,Yoga
12499,1.55,1809.32,Strength
12500,1.66,1942.2,Strength
12501,1.04,998.4,Cardio
12502,0.92,607.75,Yoga
12503,0.78,516.2,Yoga
12504,1.14,821.48,Yoga
12505,1.43,1889.17,HIIT
12506,0.67,589.6,Cardio
12507,0.75,908.32,HIIT
12508,1.11,799.87,Yoga
12509,1.29,1236.34,Cardio
12510,1.91,2725.0,HIIT
12511,1.2,1151.04,Cardio
12512,1.21,1308.98,Strength
12513,1.15,827.31,Yoga
12514,0.75,495.0,Yoga
12515,1.03,1358.47,HIIT
12516,1.33,1755.6,HIIT
12517,1.16,766.3,Yoga
12518,0.57,689.7,HIIT
12519,1.19,786.11,Yoga
12520,1.38,1487.92,Strength
12521,1.18,1429.1,HIIT
12522,1.09,1176.22,Strength
12523,0.52,514.8,Strength
12524,1.15,1104.92,Cardio
12525,1.36,1308.86,Cardio
12526,0.96,633.6,Yoga
12527,1.09,1438.8,HIIT
12528,1.2,792.0,Yoga
12529,1.36,1470.02,Strength
12530,1.3,1248.0,Cardio
12531,1.26,1665.97,HIIT
12532,1.09,1438.8,HIIT
12533,1.49,1072.8,Yoga
12534,1.17,1028.66,Cardio
12535,1.17,1125.07,Cardio
12536,1.37,986.4,Yoga
12537,0.57,562.76,Strength
12538,1.15,829.38,Yoga
12539,1.31,1413.62,Strength
12540,1.84,1916.54,Cardio
12541,1.47,1056.64,Yoga
12542,1.14,820.8,Yoga
12543,1.76,1827.58,Cardio
12544,0.75,494.55,Yoga
12545,1.14,1094.4,Cardio
12546,1.08,1424.41,HIIT
12547,1.18,1560.2,HIIT
12548,1.43,1731.87,HIIT
12549,1.19,1178.1,Strength
12550,1.04,999.23,Cardio
