proband_id,Water_Intake (liters),Daily meals frequency,Calories
10514,3.5,3.01,2457.0
10515,2.2,2.02,1284.0
10516,2.68,3.99,1659.0
10517,3.3,3.01,1832.0
10518,3.09,2.99,1395.0
10519,1.62,2.99,2226.0
10520,3.49,2.0,2266.0
10521,2.1,3.02,1397.0
10522,2.0,2.01,1465.0
10523,2.09,3.0,3247.0
10524,2.7,3.0,3057.0
10525,2.1,2.97,1335.0
10526,2.79,1.98,1731.0
10527,2.12,2.0,1626.0
10528,1.81,2.97,1925.0
10529,3.11,3.01,2728.0
10530,1.9,3.01,1740.0
10531,2.28,1.98,1840.0
10532,3.5,3.0,2563.0
10533,1.48,3.01,1700.0
10534,3.09,2.99,2457.0
10535,3.51,3.0,2554.0
10536,2.5,3.0,2089.0
10537,2.38,1.99,1350.0
10538,2.69,2.02,1398.0
10539,2.6,2.99,3494.0
10540,2.2,2.99,2015.0
10541,3.3,2.01,3008.0
10542,3.5,3.01,2484.0
10543,2.12,2.99,1909.0
10544,1.98,3.01,1663.0
10545,2.4,2.0,1497.0
10546,1.9,3.97,1922.0
10547,3.4,3.01,2288.0
10548,2.1,1.99,1419.0
10549,3.5,3.01,2392.0
10550,2.71,3.0,2956.0
10551,1.9,3.02,1702.0
10552,2.22,4.0,1708.0
10553,1.47,3.01,1866.0
10554,3.51,3.0,2509.0
10555,2.88,1.98,2561.0
10556,3.31,2.01,2058.0
10557,3.08,3.01,2952.0
10558,2.21,2.0,2936.0
10559,3.12,3.01,2921.0
10560,2.6,3.0,2987.0
10561,2.5,3.0,1814.0
10562,2.99,1.99,1790.0
10563,2.7,4.01,1672.0
10564,2.49,4.01,1730.0
10565,3.51,2.98,2111.0
10566,2.9,2.99,2683.0
10567,3.5,2.0,2532.0
10568,2.3,4.01,1732.0
10569,2.47,3.01,1798.0
10570,2.11,3.01,2168.0
10571,1.61,2.01,1222.0
10572,2.59,1.99,1476.0
10573,3.7,2.98,2250.0
10574,2.01,2.99,2009.0
10575,3.19,3.0,2017.0
10576,3.53,2.0,2439.0
10577,3.51,2.0,2262.0
10578,3.68,3.01,2045.0
10579,2.09,2.04,1239.0
10580,1.96,3.0,1342.0
10581,2.71,3.01,1958.0
10582,3.6,2.02,2248.0
10583,3.49,2.0,2318.0
10584,1.58,3.0,1916.0
10585,1.49,3.01,1663.0
10586,1.98,2.02,1334.0
10587,2.43,2.99,1956.0
10588,3.41,2.99,1756.0
10589,2.6,2.01,1427.0
10590,2.51,3.01,1289.0
10591,3.41,3.01,2275.0
10592,3.3,4.02,1528.0
10593,2.22,2.99,1614.0
10594,1.7,2.0,2085.0
10595,2.62,3.01,1747.0
10596,3.5,3.01,2329.0
10597,1.8,2.98,1980.0
10598,2.79,2.02,2235.0
10599,3.49,1.99,2495.0
10600,3.49,3.0,2236.0
10601,3.47,3.98,2344.0
10602,2.3,2.99,1636.0
10603,3.51,2.01,2430.0
10604,1.59,1.98,1896.0
10605,2.7,3.03,1504.0
10606,2.6,3.0,2332.0
10607,2.82,2.96,2429.0
10608,3.03,2.0,3138.0
10609,2.32,3.0,1265.0
10610,2.79,2.99,2364.0
10611,2.99,4.02,1875.0
10612,3.5,1.99,2198.0
10613,2.58,2.0,1722.0
10614,2.4,3.98,2010.0
10615,2.7,2.0,1028.0
10616,3.39,1.99,2083.0
10617,1.59,1.99,1892.0
10618,2.49,3.0,1637.0
10619,1.78,4.0,1766.0
10620,1.69,2.02,1366.0
10621,3.5,4.02,2380.0
10622,2.21,3.01,1597.0
10623,2.09,2.01,1824.0
10624,1.8,3.0,1933.0
10625,2.49,2.01,2885.0
10626,2.6,3.0,3312.0
10627,1.61,2.0,1837.0
10628,2.11,3.01,2106.0
10629,1.61,3.99,1628.0
10630,3.49,2.99,2293.0
10631,3.51,2.98,2268.0
10632,2.0,3.02,1405.0
10633,3.3,2.0,2306.0
10634,1.47,1.98,2158.0
10635,1.6,3.01,1887.0
10636,2.31,3.0,1886.0
10637,2.3,3.0,1595.0
10638,2.3,2.0,2005.0
10639,2.49,3.03,2401.0
10640,3.41,3.02,2066.0
10641,3.11,3.01,2139.0
10642,3.31,1.98,1981.0
10643,1.8,4.0,1404.0
10644,3.31,3.02,1956.0
10645,3.52,1.99,2350.0
10646,3.11,2.99,1411.0
10647,2.6,2.0,1285.0
10648,3.39,3.0,1717.0
10649,3.4,3.0,2445.0
10650,2.09,3.0,1783.0
10651,3.08,3.01,3330.0
10652,3.19,3.04,1795.0
10653,1.99,2.02,2439.0
10654,2.7,4.0,1864.0
10655,1.49,3.01,1556.0
10656,2.69,2.98,1755.0
10657,2.59,3.0,1314.0
10658,2.23,3.01,1665.0
10659,3.01,3.99,1833.0
10660,2.6,2.0,1203.0
10661,2.19,3.0,1680.0
10662,2.02,1.98,2012.0
10663,3.5,3.99,2383.0
10664,2.02,3.0,2078.0
10665,3.1,4.0,2547.0
10666,2.6,2.01,1429.0
10667,1.72,2.01,2068.0
10668,3.48,2.98,2459.0
10669,2.11,2.98,1566.0
10670,3.51,1.99,2312.0
10671,2.7,4.0,1676.0
10672,2.48,3.0,3026.0
10673,2.71,1.99,1758.0
10674,2.01,2.99,1255.0
10675,3.0,2.04,3324.0
10676,3.21,3.0,1956.0
10677,2.49,3.02,2490.0
10678,2.7,3.0,2196.0
10679,3.48,2.99,2114.0
10680,1.5,2.99,1503.0
10681,2.3,1.99,1834.0
10682,2.31,2.99,1433.0
10683,2.61,1.99,1992.0
10684,3.27,3.01,2924.0
10685,2.8,1.99,1477.0
10686,2.0,2.99,2162.0
10687,2.51,2.01,1763.0
10688,2.21,2.98,1423.0
10689,2.01,2.0,1934.0
10690,2.9,2.0,2553.0
10691,2.1,4.01,1936.0
10692,1.89,3.01,1377.0
10693,2.02,1.98,1801.0
10694,3.48,3.0,2274.0
10695,2.89,2.98,1763.0
10696,2.39,2.99,2798.0
10697,3.5,4.01,2317.0
10698,2.4,3.02,2924.0
10699,3.47,3.0,2434.0
10700,3.39,3.0,2517.0
10701,2.01,2.98,1232.0
10702,3.5,1.99,2515.0
10703,1.99,2.98,2197.0
10704,1.7,3.03,1215.0
10705,1.49,3.0,1326.0
10706,3.49,3.01,3491.0
10707,1.71,2.0,1294.0
10708,2.7,4.01,1660.0
10709,3.1,4.01,3317.0
10710,1.52,3.02,1357.0
10711,2.5,3.01,1722.0
10712,2.32,2.99,1479.0
10713,2.01,3.03,2351.0
10714,3.4,3.0,2454.0
10715,2.79,2.99,1942.0
10716,2.59,3.0,1895.0
10717,2.6,2.98,3385.0
10718,3.48,3.0,2404.0
10719,2.7,1.99,1739.0
10720,1.7,2.01,1460.0
10721,2.06,3.01,1837.0
10722,1.69,1.99,1378.0
10723,3.5,2.03,2304.0
10724,2.12,4.01,1094.0
10725,2.21,2.98,1915.0
10726,2.8,3.01,1710.0
10727,2.1,4.0,1689.0
10728,2.7,2.98,1295.0
10729,2.21,4.03,1652.0
10730,2.78,3.0,2283.0
10731,3.09,3.0,1608.0
10732,3.2,3.01,2561.0
10733,2.69,2.0,1984.0
10734,2.09,3.02,1335.0
10735,2.29,2.0,2153.0
10736,2.71,3.01,1894.0
10737,2.11,2.99,1767.0
10738,3.28,3.02,1854.0
10739,2.2,3.99,1741.0
10740,2.69,3.01,3181.0
10741,2.29,3.01,1379.0
10742,2.09,2.01,2033.0
10743,2.81,3.0,1551.0
10744,1.7,3.02,1714.0
10745,2.92,2.0,1599.0
10746,1.82,2.0,1215.0
10747,2.29,2.99,3231.0
10748,2.73,3.0,1640.0
10749,3.3,3.01,3150.0
10750,2.71,3.01,1627.0
10751,2.6,3.0,1845.0
10752,2.6,2.99,3173.0
10753,1.6,3.0,1321.0
10754,2.1,2.99,2304.0
10755,1.81,3.0,1684.0
10756,3.02,3.01,3284.0
10757,2.11,1.99,1374.0
10758,3.39,2.99,1767.0
10759,3.42,3.0,1762.0
10760,2.4,4.01,2274.0
10761,2.41,3.01,2128.0
10762,2.0,3.01,1321.0
10763,2.59,3.0,2745.0
10764,2.7,4.0,1730.0
10765,3.3,2.98,2129.0
10766,1.51,1.99,1857.0
10767,2.68,2.02,2204.0
10768,2.3,1.99,1464.0
10769,2.39,3.0,2667.0
10770,3.51,3.0,2454.0
10771,2.7,3.01,1665.0
10772,3.11,2.0,2856.0
10773,3.59,2.99,2419.0
10774,2.7,2.0,1987.0
10775,2.71,1.99,1913.0
10776,1.72,1.98,2250.0
10777,2.97,3.98,1833.0
10778,3.39,2.99,1675.0
10779,2.87,3.0,3327.0
10780,3.49,4.02,2251.0
10781,2.89,2.01,2444.0
10782,2.21,2.99,1911.0
10783,2.7,2.98,2514.0
10784,2.09,3.02,1716.0
10785,2.58,2.03,2033.0
10786,2.71,3.0,1759.0
10787,2.91,3.01,2168.0
10788,2.41,3.01,1802.0
10789,2.21,2.99,2872.0
10790,2.49,3.0,1432.0
10791,3.39,3.98,2775.0
10792,2.39,1.98,1516.0
10793,1.5,3.99,1357.0
10794,2.6,3.0,1565.0
10795,2.5,1.99,2847.0
10796,2.6,3.02,1043.0
10797,3.09,2.0,2874.0
10798,2.68,3.02,1442.0
10799,3.01,2.01,1881.0
10800,2.8,2.97,2600.0
10801,3.41,3.0,2927.0
10802,3.5,1.99,2069.0
10803,3.4,2.01,1931.0
10804,2.69,4.01,2086.0
10805,2.0,3.01,1608.0
10806,3.48,3.0,2312.0
10807,2.08,2.99,1763.0
10808,2.49,3.01,1124.0
10809,1.78,3.99,1496.0
10810,2.71,2.02,2002.0
10811,2.9,3.0,2830.0
10812,2.89,3.01,2066.0
10813,2.41,2.97,1995.0
10814,3.09,4.03,3310.0
10815,1.8,2.97,1892.0
10816,1.8,3.0,1991.0
10817,2.49,3.0,1006.0
10818,2.72,4.01,1679.0
10819,2.9,2.99,1765.0
10820,3.2,3.0,3024.0
10821,2.28,2.98,2388.0
10822,3.48,1.99,1347.0
10823,3.52,3.02,2335.0
10824,2.78,4.0,2549.0
10825,3.09,4.0,2243.0
10826,2.01,3.0,1888.0
10827,2.29,3.0,1572.0
10828,2.69,3.0,1492.0
10829,2.4,3.01,1891.0
10830,2.29,1.99,1723.0
10831,2.2,4.01,2574.0
10832,3.21,2.01,2436.0
10833,2.6,1.99,1400.0
10834,1.5,3.0,1359.0
10835,2.4,2.97,2518.0
10836,3.19,2.98,2498.0
10837,2.71,4.0,1598.0
10838,3.0,2.0,1668.0
10839,2.69,4.01,1686.0
10840,3.42,3.0,2010.0
10841,2.71,2.01,1798.0
10842,3.31,2.0,1460.0
10843,2.1,3.99,1941.0
10844,1.81,2.99,1408.0
10845,2.8,2.99,1664.0
10846,2.71,3.0,1681.0
10847,2.89,1.99,3225.0
10848,2.42,2.99,1647.0
10849,1.7,3.01,1670.0
10850,2.71,4.01,1671.0
10851,3.42,4.01,3011.0
10852,3.51,2.98,2351.0
10853,3.51,4.02,2317.0
10854,3.51,2.0,2353.0
10855,2.21,3.01,1917.0
10856,1.59,2.0,1295.0
10857,1.6,1.99,1408.0
10858,3.4,2.99,1251.0
10859,3.5,3.0,2421.0
10860,2.6,2.99,1809.0
10861,1.9,1.99,1637.0
10862,2.5,2.01,1713.0
10863,3.5,2.0,2464.0
10864,3.4,3.99,2697.0
10865,3.39,3.0,3023.0
10866,2.08,1.99,2597.0
10867,2.5,2.02,1682.0
10868,2.3,2.98,1523.0
10869,2.69,4.01,1832.0
10870,3.28,2.99,3362.0
10871,2.5,3.02,1278.0
10872,2.68,3.01,1634.0
10873,3.5,3.0,2259.0
10874,2.32,2.0,1993.0
10875,3.49,3.01,2484.0
10876,2.2,3.01,2013.0
10877,2.27,1.98,2887.0
10878,3.31,3.02,1452.0
10879,1.68,1.99,1757.0
10880,3.39,3.03,2134.0
10881,3.21,2.97,3185.0
10882,3.12,3.01,2257.0
10883,3.09,3.01,2454.0
10884,2.73,2.0,2018.0
10885,1.91,3.97,2068.0
10886,2.39,2.99,1498.0
10887,2.11,2.97,1272.0
10888,2.61,2.98,2421.0
10889,2.8,2.0,1415.0
10890,1.6,3.0,1297.0
10891,3.49,1.99,2377.0
10892,2.31,3.01,1497.0
10893,1.78,3.01,1372.0
10894,2.19,3.0,1223.0
10895,2.51,3.99,2771.0
10896,3.49,3.0,1522.0
10897,2.69,3.02,1647.0
10898,2.4,3.0,1535.0
10899,2.22,3.01,1228.0
10900,2.29,2.01,1593.0
10901,1.6,3.01,2167.0
10902,2.69,1.99,2046.0
10903,2.2,2.99,2248.0
10904,1.71,3.0,1279.0
10905,3.29,3.0,1862.0
10906,1.8,4.01,1557.0
10907,3.21,2.99,2026.0
10908,3.0,3.0,1726.0
10909,2.69,2.98,1747.0
10910,2.39,3.0,1200.0
10911,2.8,3.01,2444.0
10912,1.79,4.0,1987.0
10913,2.21,2.99,1731.0
10914,2.09,2.99,1830.0
10915,3.52,3.01,1677.0
10916,3.52,3.01,2426.0
10917,2.5,4.0,2686.0
10918,2.92,2.98,3190.0
10919,3.51,3.01,2229.0
10920,3.52,1.98,2412.0
10921,1.93,2.99,1135.0
10922,3.51,2.99,2387.0
10923,2.32,2.0,1494.0
10924,1.9,2.01,1477.0
10925,3.28,3.01,3396.0
10926,1.51,2.98,2024.0
10927,1.82,2.01,1848.0
10928,2.19,4.0,1870.0
10929,2.9,3.0,2636.0
10930,3.1,4.0,2203.0
10931,3.72,2.0,1664.0
10932,2.0,3.02,2078.0
10933,3.47,2.02,2482.0
10934,3.69,2.98,2282.0
10935,2.71,2.97,2520.0
10936,1.59,3.0,1976.0
10937,2.32,3.0,1817.0
10938,3.41,2.99,2478.0
10939,3.32,2.99,2129.0
10940,2.6,2.99,1983.0
10941,1.99,3.01,1357.0
10942,3.29,3.0,2859.0
10943,3.47,1.98,2325.0
10944,3.5,2.99,2316.0
10945,2.5,2.99,1951.0
10946,2.8,2.0,1512.0
10947,2.3,3.97,1828.0
10948,2.78,2.99,2510.0
10949,2.7,4.01,1925.0
10950,2.09,3.01,1968.0
10951,3.48,3.01,2344.0
10952,1.69,3.0,1527.0
10953,2.0,2.98,2077.0
10954,3.3,3.0,2184.0
10955,3.49,3.01,2371.0
10956,2.41,2.99,1813.0
10957,2.27,3.0,1434.0
10958,1.69,1.98,1881.0
10959,1.69,4.02,1916.0
10960,3.6,3.0,2386.0
10961,3.5,2.99,2146.0
10962,3.49,3.0,2293.0
10963,2.6,2.0,1958.0
10964,1.71,2.0,1229.0
10965,1.83,2.98,1434.0
10966,2.6,1.99,1827.0
10967,2.4,3.0,1503.0
10968,2.91,3.0,2896.0
10969,2.52,3.99,2927.0
10970,1.8,1.99,1628.0
10971,3.6,2.0,1432.0
10972,3.5,1.99,2032.0
10973,3.51,3.99,2399.0
10974,2.7,4.0,1802.0
10975,2.69,4.0,3091.0
10976,3.09,3.02,2995.0
10977,2.51,4.0,1707.0
10978,2.09,3.0,1515.0
10979,1.53,3.01,1290.0
10980,2.7,3.98,1780.0
10981,2.39,4.01,1178.0
10982,3.49,3.0,2238.0
10983,2.69,3.02,2340.0
10984,1.53,2.02,1960.0
10985,2.1,1.98,1869.0
10986,2.69,2.99,1546.0
10987,2.9,3.0,2003.0
10988,3.51,3.0,2573.0
10989,2.5,3.0,1850.0
10990,2.68,2.0,1788.0
10991,2.7,3.99,1720.0
10992,3.51,3.01,2622.0
10993,2.78,3.01,1941.0
10994,2.39,3.0,1879.0
10995,2.21,2.0,2017.0
10996,3.52,2.01,2194.0
10997,2.8,3.01,2618.0
10998,2.58,3.98,3146.0
10999,2.29,1.98,2656.0
11000,2.69,4.01,1645.0
11001,2.71,4.02,1841.0
11002,1.79,4.0,1495.0
11003,3.5,3.0,2432.0
11004,3.48,3.0,2143.0
11005,2.68,2.01,1826.0
11006,2.08,4.0,2015.0
11007,1.8,2.02,1689.0
11008,3.11,4.02,3277.0
11009,2.1,1.99,1838.0
11010,2.48,2.98,1134.0
11011,2.41,3.0,1479.0
11012,2.68,3.02,1929.0
11013,1.89,1.99,1977.0
11014,3.02,3.01,3466.0
11015,1.99,2.01,1356.0
11016,3.48,3.01,2856.0
11017,3.52,2.99,2304.0
11018,2.6,3.0,1941.0
11019,3.6,3.02,2512.0
11020,3.31,4.0,1681.0
11021,2.7,1.98,1684.0
11022,2.32,3.01,1891.0
11023,2.02,3.0,1709.0
11024,2.39,2.99,1236.0
11025,2.28,1.99,2083.0
11026,1.59,1.99,1561.0
11027,1.59,2.99,1177.0
11028,1.7,2.0,1941.0
11029,2.41,3.0,1248.0
11030,2.1,4.0,1929.0
11031,1.58,4.0,1787.0
11032,2.6,3.0,1558.0
11033,1.9,2.99,2338.0
11034,2.7,3.01,1660.0
11035,3.12,3.01,1543.0
11036,3.61,3.0,1289.0
11037,2.89,3.98,3351.0
11038,1.89,4.0,1563.0
11039,2.29,2.01,2364.0
11040,3.59,3.0,1559.0
11041,2.6,2.99,2098.0
11042,2.49,3.0,2507.0
11043,2.19,4.01,1259.0
11044,3.6,2.0,3059.0
11045,1.78,3.98,1783.0
11046,1.5,2.98,1772.0
11047,2.69,2.99,1465.0
11048,2.71,2.99,1799.0
11049,1.81,1.99,1982.0
11050,2.09,3.0,1873.0
11051,1.69,2.02,1748.0
11052,2.13,3.0,1717.0
11053,1.82,2.99,1430.0
11054,2.01,2.98,1889.0
11055,3.48,2.99,2041.0
11056,3.39,3.01,1665.0
11057,2.71,3.98,1888.0
11058,3.39,3.0,2428.0
11059,2.21,2.99,1528.0
11060,2.49,2.0,3017.0
11061,1.79,2.99,1371.0
11062,1.99,2.98,1261.0
11063,1.51,4.02,2100.0
11064,2.69,2.99,1870.0
11065,1.69,2.01,1424.0
11066,3.4,2.01,2256.0
11067,2.62,2.97,2917.0
11068,1.99,3.02,1412.0
11069,3.37,3.0,2070.0
11070,2.53,2.98,1329.0
11071,2.67,2.01,1683.0
11072,2.38,2.98,1692.0
11073,3.48,3.01,2283.0
11074,1.62,2.02,1286.0
11075,2.4,2.99,1593.0
11076,3.51,4.0,2513.0
11077,1.8,2.99,1965.0
11078,2.5,3.01,1464.0
11079,2.51,2.99,2097.0
11080,2.5,3.01,1494.0
11081,2.7,3.02,1810.0
11082,2.8,3.99,1641.0
11083,2.57,3.99,1568.0
11084,1.7,4.0,2230.0
11085,3.59,2.99,1146.0
11086,2.62,3.01,1840.0
11087,2.7,4.0,1685.0
11088,1.49,4.0,1965.0
11089,3.62,3.01,2308.0
11090,2.82,4.0,1665.0
11091,1.71,3.98,1842.0
11092,2.71,2.99,1802.0
11093,2.7,3.0,1645.0
11094,3.41,3.0,2056.0
11095,3.49,4.0,1790.0
11096,2.01,2.02,1904.0
11097,2.3,3.01,1240.0
11098,3.5,2.0,2534.0
11099,1.47,4.0,1781.0
11100,3.52,3.0,2336.0
11101,1.71,2.99,1194.0
11102,3.51,3.0,2157.0
11103,2.5,3.01,1791.0
11104,2.1,2.97,1797.0
11105,2.7,2.0,1708.0
11106,2.28,3.01,1830.0
11107,2.29,2.0,1820.0
11108,3.4,3.01,2392.0
11109,3.5,2.0,2635.0
11110,2.71,3.98,1956.0
11111,1.89,2.02,1521.0
11112,2.69,3.01,1795.0
11113,2.7,2.02,1992.0
11114,2.38,3.01,1325.0
11115,3.48,3.01,1700.0
11116,2.19,2.98,1230.0
11117,2.49,1.98,1952.0
11118,3.42,2.99,1973.0
11119,2.51,2.99,2666.0
11120,2.7,2.02,1764.0
11121,2.1,3.03,1746.0
11122,2.71,3.0,1240.0
11123,2.21,3.0,2048.0
11124,3.11,3.01,1936.0
11125,2.71,3.0,3283.0
11126,2.09,3.0,2188.0
11127,3.49,3.0,2355.0
11128,3.52,3.0,1747.0
11129,2.38,1.98,1470.0
11130,3.51,1.99,2404.0
11131,1.94,2.97,1173.0
11132,3.5,1.98,2726.0
11133,2.69,2.99,1752.0
11134,3.52,3.99,1716.0
11135,3.73,3.02,3047.0
11136,2.26,2.98,1565.0
11137,3.51,3.0,2557.0
11138,1.99,1.99,1947.0
11139,2.6,3.0,3306.0
11140,2.01,2.98,1331.0
11141,2.72,4.01,1826.0
11142,2.69,3.0,1837.0
11143,2.39,3.99,1440.0
11144,1.58,1.99,1410.0
11145,3.5,2.0,2186.0
11146,2.01,2.0,1608.0
11147,2.79,3.01,1746.0
11148,2.01,2.01,1483.0
11149,2.28,2.99,1550.0
11150,2.8,2.99,3233.0
11151,2.67,3.02,2610.0
11152,1.79,2.0,1532.0
11153,2.51,3.02,2064.0
11154,2.28,3.01,1593.0
11155,3.22,2.98,2065.0
11156,3.48,3.03,2479.0
11157,3.41,3.02,1638.0
11158,2.29,3.01,1292.0
11159,2.83,3.02,1865.0
11160,3.17,1.99,1665.0
11161,1.91,2.0,2039.0
11162,2.87,3.01,2150.0
11163,2.69,2.98,1805.0
11164,3.1,2.98,1600.0
11165,2.5,4.0,1993.0
11166,2.6,4.01,1998.0
11167,3.49,2.99,2206.0
11168,1.8,2.01,1730.0
11169,2.59,3.01,1110.0
11170,2.1,3.0,1679.0
11171,2.09,3.01,2107.0
11172,1.62,2.99,1388.0
11173,1.99,3.02,1766.0
11174,2.71,1.99,1664.0
11175,2.61,4.01,2207.0
11176,3.62,2.99,3003.0
11177,2.19,2.01,1905.0
11178,2.01,2.99,2048.0
11179,3.5,3.01,2359.0
11180,2.5,2.99,1863.0
11181,2.2,3.0,2004.0
11182,2.7,2.02,1749.0
11183,2.6,3.0,1580.0
11184,1.82,3.01,1897.0
11185,3.31,3.01,1264.0
11186,2.4,3.01,1181.0
11187,2.09,1.98,1284.0
11188,3.09,2.99,2717.0
11189,1.49,2.01,1644.0
11190,1.79,2.98,2193.0
11191,1.7,3.02,1763.0
11192,1.79,3.0,2277.0
11193,2.72,3.01,3490.0
11194,3.49,4.03,3338.0
11195,1.91,3.01,2173.0
11196,2.92,2.02,1356.0
11197,1.87,3.01,1753.0
11198,3.5,1.99,2611.0
11199,2.69,3.0,1756.0
11200,2.19,3.0,1699.0
11201,1.88,4.0,1848.0
11202,1.52,3.0,1324.0
11203,1.5,1.98,2018.0
11204,3.5,2.0,2565.0
11205,1.78,3.02,2150.0
11206,2.68,2.0,1824.0
11207,2.4,1.99,1627.0
11208,2.71,4.0,1932.0
11209,2.59,2.01,2068.0
11210,2.02,3.01,1968.0
11211,2.5,2.99,1489.0
11212,2.52,2.99,1451.0
11213,3.7,3.02,1939.0
11214,2.1,2.02,1316.0
11215,2.4,3.01,2493.0
11216,2.49,4.01,1383.0
11217,2.39,2.0,1750.0
11218,2.4,2.99,2788.0
11219,3.51,2.0,2512.0
11220,3.51,4.01,2307.0
11221,3.7,2.98,2017.0
11222,2.7,4.0,1695.0
11223,2.28,3.0,2149.0
11224,2.69,2.0,1820.0
11225,3.49,4.0,2396.0
11226,2.88,3.01,1417.0
11227,2.31,3.98,2008.0
11228,2.0,3.0,1926.0
11229,2.59,3.01,1304.0
11230,3.51,2.99,2377.0
11231,3.5,2.99,2391.0
11232,2.21,3.01,1595.0
11233,2.69,2.0,1962.0
11234,3.19,2.01,1409.0
11235,2.3,2.98,1427.0
11236,2.1,1.99,2458.0
11237,2.49,3.0,1402.0
11238,1.89,3.01,1616.0
11239,1.49,2.0,1693.0
11240,3.68,2.98,2011.0
11241,2.68,1.99,1615.0
11242,3.5,2.01,2324.0
11243,3.51,3.03,2377.0
11244,2.08,4.0,1938.0
11245,2.68,1.98,1492.0
11246,3.51,3.0,2378.0
11247,2.91,2.01,1313.0
11248,2.2,2.99,1376.0
11249,3.1,3.99,2569.0
11250,2.5,3.01,1607.0
11251,2.69,3.0,2003.0
11252,2.33,4.0,2022.0
11253,3.49,1.99,2431.0
11254,3.19,2.01,2487.0
11255,2.72,3.01,1655.0
11256,2.3,3.01,3288.0
11257,1.72,4.03,2000.0
11258,2.39,1.99,1326.0
11259,2.11,1.98,1950.0
11260,3.51,3.98,2491.0
11261,2.88,3.01,1761.0
11262,2.2,3.0,1912.0
11263,2.59,1.99,1356.0
11264,3.4,2.99,2200.0
11265,3.5,2.02,2065.0
11266,2.1,3.0,2028.0
11267,2.28,4.0,2340.0
11268,3.4,2.99,1982.0
11269,1.9,2.01,1830.0
11270,2.52,3.0,1652.0
11271,2.6,2.0,1441.0
11272,2.71,2.0,1751.0
11273,2.39,2.98,2950.0
11274,3.48,2.98,2287.0
11275,2.89,2.01,2758.0
11276,2.01,2.98,1530.0
11277,2.19,2.0,1806.0
11278,2.72,2.99,1620.0
11279,1.89,1.99,1987.0
11280,2.22,2.98,1970.0
11281,2.32,3.02,2053.0
11282,3.5,1.99,2203.0
11283,2.2,3.01,2379.0
11284,2.59,3.98,2213.0
11285,2.3,2.97,1837.0
11286,2.19,3.01,2760.0
11287,1.98,3.0,2291.0
11288,1.53,3.02,2061.0
11289,2.91,2.02,3250.0
11290,2.41,2.99,1663.0
11291,3.53,3.0,3119.0
11292,3.2,3.02,1486.0
11293,2.3,3.01,1248.0
11294,2.31,3.01,2141.0
11295,2.93,2.0,1473.0
11296,2.4,2.0,1480.0
11297,2.71,4.01,1839.0
11298,3.32,1.99,2404.0
11299,2.51,2.01,1802.0
11300,2.7,3.0,2615.0
11301,1.61,3.01,1508.0
11302,1.61,2.01,1877.0
11303,1.68,3.01,1166.0
11304,3.49,4.02,2385.0
11305,1.7,2.01,1757.0
11306,3.51,2.01,1431.0
11307,2.7,2.99,1649.0
11308,3.49,2.98,2270.0
11309,2.19,2.98,1278.0
11310,2.71,2.98,1466.0
11311,1.89,2.01,1853.0
11312,2.87,1.95,1435.0
11313,2.71,1.99,1771.0
11314,1.7,2.99,1084.0
11315,1.79,3.0,2125.0
11316,2.59,3.02,1821.0
11317,2.51,2.97,1082.0
11318,2.1,4.01,1337.0
11319,3.59,3.01,2828.0
11320,3.39,3.02,2029.0
11321,1.5,3.0,2212.0
11322,3.3,3.0,1596.0
11323,3.02,4.02,2166.0
11324,1.89,3.0,1765.0
11325,2.9,2.0,1667.0
11326,3.09,3.0,2624.0
11327,2.12,2.99,1453.0
11328,1.58,3.0,2009.0
11329,2.09,2.99,2132.0
11330,2.09,2.0,2157.0
11331,2.81,3.01,3204.0
11332,2.0,2.02,1383.0
11333,2.7,3.99,1959.0
11334,2.71,1.98,1761.0
11335,2.21,3.01,1727.0
11336,2.61,1.98,1235.0
11337,3.5,2.0,2326.0
11338,2.89,2.01,2778.0
11339,2.4,3.01,1233.0
11340,2.99,1.99,3114.0
11341,1.59,2.99,1313.0
11342,2.69,3.0,1811.0
11343,2.39,3.0,1227.0
11344,1.88,1.99,1828.0
11345,1.89,2.01,2025.0
11346,3.5,2.01,2473.0
11347,2.71,3.0,1631.0
11348,2.7,3.98,2890.0
11349,2.08,4.0,2040.0
11350,2.6,3.98,2233.0
11351,2.71,1.99,1906.0
11352,2.69,2.99,1485.0
11353,1.68,1.99,2034.0
11354,3.4,3.01,2499.0
11355,1.99,3.02,2220.0
11356,2.4,2.99,1900.0
11357,3.31,2.98,2799.0
11358,3.4,2.98,3099.0
11359,2.3,3.0,1675.0
11360,1.99,3.01,1430.0
11361,2.0,3.01,2024.0
11362,3.49,2.01,2589.0
11363,2.79,3.02,2443.0
11364,2.69,2.01,1857.0
11365,2.4,4.02,2831.0
11366,2.92,2.99,1627.0
11367,2.3,3.0,1792.0
11368,1.8,1.99,1411.0
11369,2.41,2.99,1680.0
11370,1.91,4.01,1849.0
11371,2.89,3.02,2620.0
11372,2.0,2.0,1484.0
11373,3.1,3.01,2640.0
11374,2.4,4.0,2033.0
11375,2.23,2.0,2222.0
11376,2.01,2.98,1555.0
11377,3.02,2.01,1281.0
11378,1.8,3.02,1614.0
11379,3.39,3.0,2449.0
11380,2.59,4.04,2159.0
11381,2.69,2.99,1408.0
11382,2.72,2.99,1794.0
11383,2.7,2.98,1761.0
11384,2.48,4.0,2673.0
11385,3.19,2.97,1824.0
11386,2.11,3.01,1992.0
