proband_id,Calories,Daily meals frequency,Water_Intake (liters)
11941,2614.0,3.99,2.39
11942,2057.0,1.99,2.1
11943,2087.0,4.02,1.99
11944,1778.0,2.0,2.69
11945,1203.0,3.02,2.61
11946,1388.0,2.02,2.62
11947,2958.0,3.0,3.08
11948,1418.0,2.0,3.01
11949,1440.0,2.0,1.8
11950,2422.0,2.0,3.5
11951,2478.0,2.99,3.49
11952,1375.0,2.01,1.67
11953,1935.0,3.01,1.89
11954,1093.0,3.0,2.49
11955,2684.0,3.01,2.69
11956,1519.0,2.0,1.83
11957,2678.0,1.97,3.5
11958,2001.0,2.01,2.99
11959,2128.0,3.0,1.8
11960,1707.0,3.01,2.31
11961,2365.0,4.02,3.52
11962,1630.0,3.01,2.7
11963,2205.0,3.0,2.11
11964,1593.0,3.0,2.09
11965,1202.0,3.0,2.91
11966,1813.0,1.99,1.69
11967,3165.0,3.0,2.08
11968,1209.0,2.98,2.49
11969,1543.0,3.02,2.1
11970,1707.0,3.01,2.73
11971,3322.0,4.0,3.49
11972,1543.0,2.98,2.89
11973,1347.0,3.01,2.0
11974,2037.0,4.0,2.39
11975,2162.0,4.01,2.4
11976,1679.0,2.0,1.89
11977,2309.0,3.02,3.5
11978,1793.0,3.01,2.3
11979,1719.0,2.0,2.98
11980,1543.0,2.0,1.51
11981,1678.0,2.01,2.31
11982,2160.0,3.01,2.3
11983,2448.0,3.98,3.49
11984,1638.0,4.02,1.99
11985,2109.0,3.99,1.9
11986,1745.0,2.98,2.42
11987,2672.0,4.0,2.51
11988,1743.0,4.01,2.7
11989,1877.0,3.0,1.72
11990,2768.0,4.01,2.92
11991,1933.0,2.99,2.31
11992,2003.0,3.98,2.69
11993,1262.0,3.0,1.7
11994,2807.0,2.99,3.31
11995,2152.0,2.99,3.39
11996,1858.0,3.0,2.8
11997,1769.0,3.99,2.7
11998,2048.0,2.99,2.11
11999,2291.0,2.01,3.59
12000,1571.0,2.99,2.6
12001,1571.0,2.02,2.7
12002,1933.0,3.0,1.69
12003,1187.0,3.02,2.1
12004,2122.0,3.0,3.5
12005,1336.0,3.02,2.4
12006,2462.0,2.0,3.5
12007,2530.0,3.01,2.41
12008,2819.0,3.0,2.39
12009,1629.0,4.01,2.18
12010,1806.0,3.0,2.52
12011,1890.0,2.99,3.41
12012,1798.0,3.99,2.69
12013,3391.0,4.03,3.11
12014,1384.0,2.0,2.4
12015,1860.0,2.01,1.91
12016,2650.0,3.02,2.9
12017,2955.0,2.99,2.6
12018,1684.0,4.0,3.52
12019,2542.0,4.0,2.2
12020,2800.0,2.02,2.89
12021,1757.0,3.01,3.18
12022,1533.0,3.01,3.1
12023,1873.0,1.98,3.59
12024,1791.0,2.0,3.11
12025,2074.0,2.99,1.52
12026,2193.0,2.99,2.4
12027,2198.0,2.98,2.62
12028,1295.0,3.02,2.4
12029,1914.0,3.0,2.6
12030,2822.0,3.97,3.39
12031,2991.0,2.01,3.09
12032,2044.0,2.99,1.62
12033,1435.0,1.99,2.1
12034,2081.0,3.0,2.69
12035,1974.0,3.99,2.08
12036,2089.0,2.0,1.71
12037,1582.0,1.98,1.99
12038,2967.0,2.98,3.39
12039,2135.0,3.01,3.52
12040,2468.0,2.01,3.7
12041,1723.0,2.01,1.61
12042,1400.0,3.0,2.41
12043,1466.0,3.02,2.0
12044,1906.0,3.0,2.68
12045,2920.0,3.02,2.38
12046,2258.0,3.0,2.9
12047,2473.0,3.0,3.62
12048,2430.0,1.98,3.48
12049,1974.0,3.0,2.19
12050,1878.0,3.01,2.0
12051,3240.0,2.98,2.89
12052,1702.0,3.03,3.73
12053,1874.0,2.01,2.7
12054,1137.0,3.02,1.68
12055,1657.0,2.02,1.47
12056,2227.0,3.0,3.51
12057,1338.0,2.99,2.29
12058,2777.0,2.0,2.49
12059,2019.0,2.97,1.59
12060,2461.0,4.01,2.29
12061,3080.0,3.0,2.41
12062,1391.0,3.01,2.3
12063,1148.0,3.02,1.51
12064,2027.0,1.99,2.72
12065,1717.0,2.01,3.7
12066,3425.0,3.02,2.93
12067,3258.0,3.0,2.51
12068,3386.0,2.99,3.01
12069,2572.0,2.99,2.79
12070,1428.0,2.0,3.0
12071,1587.0,4.0,2.79
12072,1804.0,2.98,2.69
12073,2860.0,1.99,3.29
12074,1409.0,2.99,1.81
12075,3399.0,2.0,2.3
12076,2163.0,1.97,3.19
12077,1557.0,3.97,1.98
12078,3225.0,2.99,3.22
12079,1766.0,2.98,3.39
12080,1961.0,3.0,2.4
12081,1371.0,3.99,2.0
12082,1251.0,3.0,2.19
12083,1230.0,2.01,1.61
12084,2419.0,3.03,3.49
12085,2199.0,4.0,1.5
12086,1538.0,2.98,3.39
12087,2568.0,3.99,3.12
12088,1781.0,1.98,2.7
12089,2481.0,3.03,3.51
12090,2902.0,1.99,3.2
12091,1981.0,3.99,2.89
12092,2165.0,2.0,2.3
12093,2121.0,3.98,1.51
12094,1863.0,3.02,2.41
12095,1383.0,3.02,2.71
12096,1362.0,1.98,1.59
12097,1677.0,3.01,2.3
12098,2426.0,3.0,3.5
12099,1602.0,2.0,1.89
12100,1551.0,2.99,2.01
12101,1696.0,3.01,2.71
12102,1920.0,2.98,1.8
12103,1449.0,3.99,1.5
12104,2011.0,3.99,1.88
12105,1804.0,3.0,2.0
12106,2842.0,3.0,2.18
12107,2950.0,2.97,2.71
12108,3251.0,1.99,3.4
12109,2565.0,3.02,3.62
12110,1821.0,2.0,2.69
12111,1884.0,3.99,1.88
12112,2216.0,3.01,3.11
12113,2491.0,2.98,3.5
12114,1673.0,3.01,2.28
12115,1471.0,2.99,2.38
12116,1491.0,3.0,1.79
12117,1816.0,3.0,1.99
12118,2489.0,3.01,3.4
12119,1886.0,2.99,2.72
12120,2346.0,2.99,3.49
12121,1750.0,2.99,2.69
12122,2428.0,2.01,3.52
12123,2040.0,2.01,2.61
12124,1643.0,3.01,1.68
12125,2262.0,3.01,3.1
12126,1757.0,2.0,3.0
12127,2400.0,1.99,3.51
12128,1975.0,3.01,2.7
12129,2380.0,2.99,3.51
12130,1507.0,3.01,1.81
12131,1776.0,1.98,2.89
12132,2875.0,1.99,2.5
12133,1814.0,3.02,1.8
12134,2576.0,3.02,1.98
12135,2487.0,3.99,3.48
12136,3291.0,1.99,2.88
12137,3211.0,2.0,2.18
12138,1881.0,3.99,3.02
12139,1536.0,4.0,2.69
12140,2513.0,2.99,3.4
12141,1955.0,3.0,1.6
12142,1223.0,3.0,2.38
12143,1819.0,1.99,2.69
12144,1755.0,3.99,2.7
12145,1536.0,3.01,2.39
12146,1695.0,3.99,2.61
12147,2333.0,3.01,2.79
12148,1345.0,2.99,2.31
12149,2256.0,3.0,1.91
12150,1680.0,3.0,2.5
12151,1404.0,3.01,2.3
12152,2018.0,2.98,2.6
12153,2024.0,2.99,1.78
12154,1955.0,4.01,1.9
12155,1558.0,4.01,1.7
12156,2939.0,3.03,2.72
12157,1601.0,3.02,1.91
12158,2299.0,3.0,2.59
12159,2359.0,2.02,3.43
12160,1579.0,3.99,1.88
12161,1583.0,3.02,1.9
12162,1784.0,3.01,2.4
12163,1305.0,2.0,2.11
12164,2377.0,3.01,3.48
12165,1770.0,3.01,2.69
12166,1530.0,3.03,2.31
12167,1712.0,4.01,2.71
12168,1792.0,1.98,1.79
12169,1325.0,3.0,1.71
12170,1693.0,3.0,3.22
12171,2122.0,1.98,2.52
12172,2012.0,3.0,1.7
12173,2015.0,3.01,1.81
12174,1817.0,3.04,1.82
12175,1277.0,3.0,2.52
12176,2136.0,3.0,2.09
12177,1960.0,2.0,2.09
12178,1513.0,4.01,3.01
12179,1722.0,3.98,2.7
12180,2349.0,2.97,3.49
12181,2453.0,3.01,3.51
12182,2156.0,1.99,2.2
12183,2061.0,3.98,3.41
12184,3031.0,2.0,2.22
12185,1423.0,2.0,3.01
12186,2417.0,2.99,3.5
12187,2006.0,2.99,1.5
12188,1909.0,3.0,3.63
12189,2007.0,3.0,1.59
12190,1949.0,3.0,1.91
12191,2024.0,3.0,2.3
12192,2196.0,3.0,3.0
12193,3005.0,1.99,2.18
12194,2388.0,2.01,3.49
12195,2447.0,2.02,3.52
12196,3118.0,2.0,2.3
12197,1251.0,1.99,3.31
12198,1742.0,3.0,2.3
12199,2545.0,3.98,3.5
12200,2382.0,4.0,3.5
12201,1907.0,3.0,2.69
12202,2966.0,3.02,3.19
12203,1384.0,4.0,2.29
12204,2189.0,2.99,2.83
12205,1436.0,3.0,1.9
12206,2312.0,3.0,2.61
12207,1266.0,4.01,2.1
12208,1577.0,2.98,3.43
12209,2377.0,3.03,3.48
12210,1884.0,1.98,1.91
12211,2518.0,2.99,3.48
12212,1674.0,1.99,2.07
12213,1424.0,2.99,2.38
12214,1051.0,3.01,2.37
12215,2139.0,3.01,1.81
12216,1304.0,3.02,1.59
12217,2277.0,2.97,2.71
12218,1676.0,2.0,2.4
12219,1939.0,2.99,1.49
12220,2017.0,4.01,3.4
12221,1733.0,2.0,1.7
12222,2160.0,2.99,1.99
12223,1681.0,1.98,2.7
12224,1820.0,1.99,2.63
12225,2221.0,3.0,2.3
12226,1729.0,3.01,2.72
12227,2459.0,2.02,3.49
12228,1585.0,3.01,2.99
12229,1883.0,3.0,2.72
12230,1812.0,2.99,3.4
12231,1226.0,2.98,1.58
12232,2524.0,3.98,3.5
12233,3262.0,2.99,2.18
12234,1753.0,3.0,2.69
12235,2115.0,3.0,1.6
12236,2361.0,2.0,3.5
12237,2741.0,3.0,2.8
12238,1429.0,4.01,2.4
12239,1774.0,4.0,2.12
12240,1998.0,2.98,2.7
12241,2769.0,3.01,2.9
12242,2512.0,3.0,3.5
12243,1959.0,3.0,2.2
12244,1278.0,4.01,2.1
12245,2897.0,3.0,3.29
12246,1506.0,3.01,1.49
12247,3117.0,2.01,3.61
12248,2287.0,3.0,3.5
12249,1772.0,2.01,3.1
12250,2353.0,3.98,3.48
12251,1538.0,4.0,2.69
12252,2361.0,3.0,3.53
12253,2864.0,2.99,3.29
12254,2336.0,2.99,3.49
12255,1864.0,1.98,1.71
12256,2354.0,3.0,3.48
12257,1451.0,2.99,2.49
12258,2114.0,2.98,2.26
12259,2057.0,3.01,2.3
12260,3033.0,3.01,2.39
12261,1357.0,1.98,2.5
12262,3163.0,3.01,2.48
12263,1689.0,3.02,2.31
12264,2058.0,2.99,2.2
12265,1646.0,2.98,2.71
12266,2609.0,2.0,3.48
12267,1428.0,3.01,2.39
12268,1690.0,4.0,2.69
12269,1403.0,2.99,2.29
12270,2077.0,2.01,2.32
12271,2318.0,2.98,3.48
12272,1535.0,3.98,2.09
12273,1744.0,3.02,1.51
12274,1672.0,3.02,1.99
12275,2821.0,3.0,2.91
12276,1293.0,2.0,3.22
12277,2722.0,2.99,2.81
12278,3146.0,1.99,3.21
12279,2242.0,3.02,3.2
12280,2248.0,3.97,2.6
12281,1647.0,2.02,2.6
12282,2013.0,1.97,1.68
12283,2512.0,3.03,3.2
12284,1637.0,2.0,1.71
12285,1955.0,3.01,2.7
12286,1177.0,3.0,1.89
12287,1407.0,3.01,1.79
12288,3226.0,2.99,2.78
12289,2069.0,3.01,1.48
12290,2391.0,2.0,2.1
12291,1915.0,2.99,2.19
12292,2300.0,3.01,3.5
12293,2173.0,2.01,2.2
12294,2235.0,3.01,3.5
12295,1673.0,3.01,2.1
12296,1256.0,2.99,2.63
12297,1775.0,3.0,2.69
12298,2406.0,3.01,3.49
12299,1841.0,4.01,3.01
12300,1856.0,2.0,2.01
12301,1810.0,4.0,2.69
12302,2343.0,3.0,3.51
12303,2390.0,2.01,3.51
12304,2625.0,3.02,3.52
12305,1910.0,2.01,2.68
12306,1815.0,2.98,3.18
12307,1809.0,1.98,3.41
12308,1773.0,1.98,2.7
12309,1576.0,4.0,2.72
12310,1807.0,3.0,1.62
12311,1171.0,3.01,2.7
12312,1590.0,3.0,2.29
12313,2018.0,3.01,1.99
12314,1976.0,2.01,2.71
12315,2107.0,2.01,2.69
12316,2058.0,2.99,2.89
12317,1905.0,2.01,2.1
12318,2011.0,1.99,1.62
12319,1907.0,3.01,2.8
12320,1343.0,2.99,3.39
12321,1695.0,1.98,2.52
12322,2061.0,4.01,3.48
12323,1793.0,2.01,2.69
12324,2995.0,3.0,2.61
12325,1780.0,2.99,1.5
12326,1638.0,2.98,2.88
12327,2743.0,3.01,2.89
12328,1314.0,2.99,1.47
12329,1144.0,3.03,2.49
12330,2099.0,4.0,3.49
12331,1509.0,2.0,1.91
12332,1514.0,1.99,2.11
12333,1877.0,3.0,2.49
12334,2830.0,4.02,3.4
12335,2062.0,3.01,2.81
12336,1833.0,3.01,2.7
12337,2556.0,3.01,3.61
12338,1615.0,3.02,1.7
12339,3106.0,2.99,3.29
12340,2188.0,4.0,3.69
12341,2080.0,3.0,3.48
12342,3336.0,2.0,3.61
12343,1389.0,2.0,2.69
12344,2910.0,2.01,2.29
12345,1208.0,3.02,2.8
12346,2467.0,2.98,3.5
12347,1891.0,2.0,2.69
12348,2291.0,2.98,1.82
12349,1198.0,4.01,1.7
12350,1705.0,1.99,2.71
12351,2509.0,2.97,3.51
12352,3335.0,3.02,2.11
12353,2682.0,3.99,3.1
12354,1730.0,3.0,2.39
12355,2670.0,1.99,3.08
12356,1879.0,2.0,1.61
12357,2146.0,2.98,1.9
12358,2019.0,2.0,1.5
12359,1692.0,2.02,1.52
12360,1937.0,3.99,1.5
12361,1193.0,3.0,2.6
12362,2259.0,3.99,3.5
12363,1876.0,2.01,2.69
12364,1751.0,3.01,1.8
12365,1224.0,2.0,2.2
12366,1495.0,2.01,2.89
12367,1408.0,1.99,1.71
12368,2014.0,2.03,2.3
12369,1854.0,4.0,2.72
12370,1844.0,3.0,1.5
12371,1605.0,3.0,3.1
12372,1784.0,4.01,1.9
12373,1360.0,1.99,2.39
12374,2781.0,3.98,2.3
12375,3438.0,3.99,2.92
12376,1123.0,3.01,2.3
12377,2357.0,2.0,3.5
12378,2048.0,2.0,2.5
12379,1891.0,2.0,2.71
12380,2046.0,3.03,2.21
12381,1387.0,3.01,2.91
12382,2537.0,2.98,3.51
12383,2286.0,3.0,2.8
12384,2002.0,3.0,3.51
12385,1747.0,3.01,2.69
12386,2892.0,3.99,3.42
12387,2428.0,2.0,2.1
12388,1479.0,1.98,1.9
12389,1169.0,2.98,2.22
12390,1974.0,3.01,3.3
12391,2330.0,3.01,3.5
12392,1946.0,4.01,2.6
12393,1822.0,2.99,1.6
12394,1910.0,2.99,2.21
12395,1836.0,2.01,2.7
12396,2209.0,4.0,2.62
12397,2835.0,1.98,2.51
12398,2382.0,3.02,3.5
12399,2280.0,2.0,3.5
12400,2290.0,2.99,3.49
12401,2089.0,3.03,3.51
12402,1867.0,3.02,2.59
12403,2592.0,2.99,3.4
12404,2519.0,3.01,3.48
12405,1825.0,2.99,3.38
12406,2050.0,3.01,1.8
12407,2334.0,3.0,3.49
12408,1560.0,2.01,3.09
12409,1352.0,3.0,2.41
12410,2530.0,2.99,3.5
12411,1331.0,2.02,3.0
12412,2770.0,3.0,2.7
12413,2392.0,3.01,3.41
12414,2747.0,3.01,3.32
12415,3290.0,3.99,3.52
12416,2445.0,3.0,2.88
12417,2178.0,4.0,3.69
12418,2627.0,2.0,3.5
12419,1913.0,2.98,2.67
12420,2473.0,3.01,3.1
12421,1807.0,2.99,2.7
12422,1531.0,1.98,1.7
12423,1954.0,2.0,2.09
12424,1861.0,3.02,2.48
12425,3341.0,2.98,3.6
12426,1876.0,2.0,2.7
12427,1457.0,1.99,1.82
12428,3303.0,4.01,3.39
12429,1419.0,3.01,2.62
12430,2422.0,2.99,3.41
12431,1660.0,2.99,2.69
12432,1396.0,3.0,1.79
12433,1447.0,2.99,1.7
12434,1715.0,1.99,3.4
12435,1492.0,3.01,2.49
12436,2151.0,2.99,3.28
12437,1241.0,3.01,3.3
12438,2142.0,2.01,1.92
12439,2120.0,2.01,2.5
12440,1471.0,3.01,2.18
12441,1812.0,3.99,3.01
12442,1181.0,2.99,2.1
12443,2537.0,3.0,3.11
12444,1665.0,3.99,2.7
12445,1867.0,4.0,2.12
12446,2098.0,1.98,1.8
12447,2620.0,2.0,3.1
12448,2242.0,2.01,3.59
12449,2714.0,3.02,2.91
12450,1467.0,1.98,1.49
12451,2845.0,2.0,2.1
12452,2110.0,4.0,2.1
12453,2015.0,3.98,1.48
12454,2185.0,3.01,1.78
12455,1724.0,3.01,2.39
12456,1306.0,2.0,1.99
12457,2827.0,3.02,2.7
12458,1573.0,2.98,1.89
12459,2403.0,2.0,3.51
12460,1847.0,4.0,2.6
12461,1746.0,3.0,1.9
12462,1793.0,2.01,2.69
12463,3144.0,2.99,3.29
12464,1736.0,1.98,2.39
12465,1943.0,2.0,2.4
12466,2158.0,2.99,1.8
12467,1813.0,3.01,2.4
12468,1669.0,2.0,1.79
12469,1620.0,4.03,1.59
12470,1568.0,4.02,2.71
12471,2260.0,3.01,3.49
12472,2161.0,2.99,2.0
12473,3276.0,3.01,2.09
12474,2163.0,3.0,2.02
12475,1871.0,2.99,1.5
12476,1339.0,3.01,2.33
12477,1854.0,3.0,3.2
12478,2413.0,2.99,3.49
12479,2055.0,1.98,2.3
12480,2061.0,3.0,3.21
12481,2695.0,3.0,2.6
12482,2644.0,3.99,3.06
12483,1369.0,2.0,3.53
12484,2178.0,3.99,1.89
12485,2051.0,1.99,2.39
12486,2024.0,2.0,1.99
12487,1808.0,1.99,2.0
12488,3210.0,1.99,3.1
12489,2053.0,4.0,1.69
12490,1742.0,3.01,2.7
12491,1811.0,3.0,2.5
12492,2557.0,2.99,2.4
12493,2651.0,3.02,3.4
12494,1747.0,3.0,2.72
12495,1677.0,3.01,1.81
12496,1406.0,1.99,3.0
12497,1745.0,3.0,2.72
12498,1676.0,4.01,2.71
12499,1586.0,2.02,2.69
12500,2352.0,3.01,3.51
12501,1361.0,2.01,2.11
12502,1811.0,3.01,2.61
12503,3317.0,3.01,3.52
12504,1387.0,2.99,2.7
12505,2445.0,3.02,3.59
12506,3050.0,3.01,2.61
12507,1852.0,3.02,2.69
12508,2556.0,2.99,2.21
12509,1502.0,2.01,2.4
12510,2620.0,3.0,3.5
12511,1778.0,4.03,2.4
12512,1818.0,4.0,2.59
12513,1636.0,1.99,3.49
12514,1302.0,3.0,2.49
12515,2244.0,3.0,2.31
12516,1558.0,3.01,3.0
12517,1904.0,2.98,2.52
12518,1276.0,2.0,3.18
12519,1898.0,2.0,2.4
12520,1637.0,1.99,1.71
12521,2603.0,2.99,2.91
12522,2519.0,2.98,2.2
12523,2779.0,3.03,2.91
12524,1938.0,4.01,2.41
12525,2701.0,3.01,2.39
12526,2054.0,4.03,1.9
12527,1865.0,3.04,3.41
12528,1408.0,2.99,2.5
12529,3115.0,2.0,2.19
12530,2096.0,2.99,2.1
12531,2099.0,2.0,1.82
12532,1713.0,1.99,2.7
12533,1525.0,2.99,2.0
12534,1176.0,2.99,2.11
12535,2030.0,2.01,2.01
12536,1810.0,2.97,2.42
12537,2707.0,3.02,2.92
12538,1673.0,2.97,1.91
12539,1615.0,2.02,3.1
12540,2290.0,3.01,3.48
12541,2723.0,4.01,2.43
12542,1903.0,3.01,2.19
12543,2433.0,3.01,3.52
12544,2171.0,1.99,2.58
12545,1960.0,3.02,2.2
12546,2992.0,3.02,2.8
12547,1421.0,3.97,2.01
12548,2759.0,3.0,3.6
12549,1891.0,3.03,3.19
12550,3257.0,3.99,2.61
12551,1734.0,2.99,2.21
12552,1960.0,3.01,2.28
12553,3326.0,2.0,2.99
12554,1937.0,3.0,2.42
12555,3057.0,2.0,3.41
12556,2405.0,2.98,3.4
12557,2096.0,4.0,2.37
12558,1454.0,3.0,2.32
12559,1917.0,2.01,1.49
12560,2228.0,2.99,2.6
12561,2094.0,3.0,2.82
12562,2904.0,2.02,2.19
12563,1512.0,1.99,1.89
12564,1632.0,2.01,1.98
12565,1612.0,3.0,3.39
12566,2580.0,3.03,3.41
12567,1561.0,1.98,1.8
12568,1970.0,2.99,2.41
12569,1706.0,2.0,3.08
12570,2374.0,1.99,3.49
12571,2945.0,2.99,3.69
12572,1968.0,3.0,3.3
12573,2154.0,2.99,2.01
12574,2389.0,3.0,3.69
12575,1251.0,3.01,1.69
12576,2035.0,2.99,2.11
12577,2499.0,4.0,3.5
12578,2419.0,3.0,3.5
12579,1925.0,1.98,2.69
12580,2982.0,4.01,3.49
12581,1255.0,3.02,2.69
12582,1593.0,3.0,1.91
12583,1883.0,1.99,2.7
12584,1289.0,3.0,1.79
12585,1391.0,3.02,3.59
12586,3332.0,2.99,3.28
12587,1500.0,3.0,2.79
12588,2254.0,2.01,2.6
12589,1916.0,3.01,2.81
12590,1230.0,3.02,2.61
12591,1847.0,3.01,2.91
12592,2239.0,2.99,3.5
12593,2190.0,3.0,1.99
12594,2278.0,3.0,3.5
12595,2984.0,3.01,3.39
12596,1269.0,2.99,2.11
12597,1661.0,3.01,1.91
12598,1897.0,4.02,2.38
12599,1638.0,2.99,1.89
12600,1596.0,2.02,1.8
12601,2456.0,3.01,3.52
12602,1455.0,2.99,2.49
12603,1629.0,2.99,2.89
12604,2678.0,3.0,2.01
12605,1538.0,3.0,2.6
12606,1688.0,4.0,2.71
12607,2044.0,2.0,2.3
12608,2445.0,3.01,3.51
12609,1672.0,4.02,1.6
12610,2143.0,2.01,3.51
12611,2400.0,2.99,3.5
12612,1548.0,3.01,2.3
12613,3508.0,3.02,2.9
12614,1469.0,2.0,2.69
12615,1724.0,2.0,3.1
12616,2468.0,4.02,3.49
12617,2213.0,3.0,2.0
12618,1635.0,2.98,3.71
12619,1737.0,3.0,2.69
12620,1578.0,1.99,1.91
12621,1745.0,2.02,1.69
12622,2192.0,1.98,2.1
12623,2909.0,2.0,2.31
12624,2798.0,4.01,2.4
12625,3058.0,2.98,2.72
12626,1984.0,4.0,1.79
12627,1248.0,2.99,1.69
12628,1779.0,3.0,1.78
12629,2437.0,2.98,3.52
12630,2286.0,2.98,3.72
12631,2676.0,2.01,2.91
12632,2461.0,3.99,3.51
12633,1347.0,4.0,1.7
12634,1068.0,4.01,2.19
12635,1461.0,2.0,1.89
12636,2077.0,4.0,2.42
12637,2079.0,2.98,1.82
12638,1661.0,3.01,2.69
12639,1720.0,1.99,2.71
12640,1872.0,4.0,2.5
12641,1593.0,1.99,3.21
12642,2433.0,3.0,2.7
12643,1678.0,2.0,2.61
12644,1432.0,2.01,1.61
12645,1373.0,3.0,1.59
12646,2172.0,2.99,2.11
12647,2482.0,3.01,3.52
12648,2818.0,2.0,2.2
12649,2305.0,4.01,2.31
12650,2331.0,3.01,2.12
12651,3402.0,3.0,3.01
12652,1263.0,2.98,1.88
12653,2508.0,3.01,3.5
12654,1814.0,1.99,1.7
12655,1914.0,3.0,2.59
12656,2349.0,3.01,2.5
12657,1445.0,1.99,1.51
12658,1438.0,2.98,2.29
12659,1559.0,2.98,2.5
12660,2342.0,3.01,3.09
12661,2315.0,1.98,3.48
12662,1531.0,2.01,1.8
12663,1905.0,3.99,2.3
12664,1722.0,3.02,2.69
12665,2815.0,2.99,3.1
12666,1718.0,2.01,2.7
12667,1896.0,3.01,1.61
12668,2389.0,3.02,3.51
12669,2357.0,3.01,3.36
12670,1296.0,2.98,2.48
12671,1962.0,4.02,2.9
12672,2303.0,1.98,2.12
12673,1752.0,2.01,2.12
12674,1742.0,3.0,2.39
12675,1901.0,2.99,3.21
12676,2375.0,2.03,3.09
12677,1833.0,3.0,2.69
12678,1619.0,3.0,2.5
12679,1962.0,2.01,2.31
12680,3082.0,3.01,3.21
12681,3305.0,3.01,2.6
12682,2199.0,3.02,2.0
12683,3021.0,2.98,3.29
12684,1885.0,1.99,1.68
12685,1869.0,3.01,3.42
12686,2450.0,3.03,2.18
12687,3111.0,2.99,3.6
12688,1289.0,2.0,2.0
12689,2030.0,2.0,1.51
12690,1180.0,2.0,1.6
12691,2145.0,3.01,1.49
12692,1858.0,4.0,2.72
12693,2059.0,4.0,2.4
12694,3143.0,3.01,3.71
12695,1476.0,2.99,2.49
12696,2486.0,3.0,2.49
12697,1971.0,4.0,1.72
12698,1990.0,2.99,2.6
12699,2539.0,3.0,3.37
12700,1964.0,3.01,1.82
12701,2432.0,4.01,3.2
12702,3281.0,2.98,3.41
12703,2935.0,1.99,3.29
12704,1839.0,2.02,2.71
12705,1341.0,4.01,2.1
12706,2230.0,3.01,3.49
12707,3275.0,3.0,2.92
12708,1855.0,2.03,2.68
12709,1160.0,2.0,2.12
12710,3184.0,3.02,2.29
12711,2272.0,3.02,3.49
12712,1555.0,2.99,1.62
12713,1927.0,3.02,2.7
12714,2024.0,3.0,1.7
12715,1841.0,2.01,1.6
12716,2018.0,2.01,2.4
12717,1788.0,3.01,2.7
12718,2077.0,2.0,2.51
12719,1965.0,2.99,2.41
12720,2006.0,2.02,2.49
12721,2226.0,3.01,2.49
12722,1872.0,3.0,3.41
12723,2283.0,3.0,3.51
12724,2949.0,2.99,3.61
12725,1785.0,3.0,2.41
12726,1510.0,3.01,2.29
12727,1733.0,4.01,2.6
12728,1815.0,3.0,2.7
12729,2285.0,1.99,3.5
12730,1361.0,3.02,2.21
12731,1160.0,4.02,2.11
12732,1618.0,3.0,3.41
12733,1842.0,3.0,2.72
12734,2474.0,3.03,3.49
12735,1674.0,2.99,2.89
12736,1980.0,2.0,2.1
12737,1374.0,2.98,1.91
12738,1976.0,2.99,2.59
12739,1396.0,2.99,2.62
12740,1824.0,3.99,2.72
12741,2799.0,3.01,2.81
12742,1722.0,4.0,2.49
12743,1809.0,1.99,1.59
12744,1869.0,4.02,3.5
12745,1809.0,3.0,2.73
12746,1781.0,1.98,2.72
12747,1909.0,4.0,2.7
12748,3200.0,3.0,2.6
12749,1907.0,2.99,2.11
12750,1403.0,1.99,2.71
12751,2093.0,2.99,1.98
12752,2002.0,1.98,2.99
12753,2337.0,2.99,3.71
12754,1764.0,4.0,2.7
12755,3431.0,3.99,3.09
12756,1974.0,3.01,1.6
12757,1788.0,1.99,2.51
12758,2431.0,2.0,2.09
12759,2148.0,3.01,2.69
12760,2246.0,4.01,3.5
12761,2050.0,2.01,2.08
12762,1238.0,4.0,2.43
12763,1967.0,4.0,1.71
12764,2688.0,2.99,3.1
12765,2088.0,3.02,2.51
12766,2947.0,2.99,2.28
12767,2892.0,1.98,2.22
12768,1314.0,2.99,2.0
12769,2155.0,3.0,3.39
12770,1825.0,3.0,2.71
12771,2388.0,2.98,3.4
12772,1850.0,2.97,2.41
12773,1634.0,1.98,2.59
12774,1961.0,3.02,1.7
12775,2921.0,3.99,2.38
12776,3443.0,3.0,2.2
12777,1241.0,3.02,2.32
12778,2604.0,2.99,3.11
12779,1774.0,2.99,2.29
12780,1465.0,2.99,2.7
12781,2448.0,2.99,3.38
12782,1928.0,2.99,3.3
12783,1939.0,3.0,3.18
12784,1040.0,3.0,2.4
12785,1640.0,2.98,2.7
12786,2976.0,3.01,2.5
12787,2218.0,1.99,3.49
12788,2799.0,2.02,2.48
12789,1700.0,4.01,2.7
12790,1824.0,3.0,2.0
12791,1829.0,3.0,1.9
12792,1645.0,2.0,3.19
12793,1910.0,2.0,2.09
12794,2875.0,2.99,2.22
12795,1733.0,2.98,2.38
12796,1518.0,2.99,3.2
12797,1312.0,2.0,2.61
12798,1934.0,3.0,3.21
12799,1493.0,2.0,2.71
12800,1091.0,3.0,2.09
12801,2090.0,3.0,2.61
12802,2411.0,2.0,3.51
12803,1147.0,2.98,2.1
12804,1173.0,3.02,2.69
12805,1413.0,2.99,3.38
12806,2239.0,2.99,1.99
12807,1826.0,2.99,2.68
12808,1683.0,2.97,3.4
12809,1733.0,2.0,3.6
12810,2756.0,3.01,3.59
12811,2381.0,2.01,3.19
12812,1210.0,3.0,2.41
12813,1947.0,3.98,2.11
