proband_id,Workout_Type,Calories_Burned,Session_Duration (hours)
11066,Strength,1156.19,1.17
11067,Cardio,1286.4,1.34
11068,Strength,1477.78,1.49
11069,HIIT,1834.8,1.39
11070,Cardio,1028.66,1.17
11071,Strength,2313.04,1.98
11072,Strength,1478.37,1.37
11073,Yoga,1394.05,1.79
11074,Yoga,1074.59,1.49
11075,Strength,1296.9,1.31
11076,Strength,1985.94,1.7
11077,Yoga,756.0,1.05
11078,Cardio,924.0,1.05
11079,Cardio,1351.34,1.41
11080,Cardio,1132.8,1.18
11081,Cardio,1684.8,1.62
11082,Yoga,1066.49,1.48
11083,Cardio,794.16,0.9
11084,Cardio,1105.84,1.15
11085,Strength,1576.8,1.46
11086,Cardio,1354.73,1.41
11087,Cardio,1901.74,1.83
11088,Strength,842.26,0.85
11089,Cardio,1372.8,1.43
11090,Cardio,1413.55,1.47
11091,Yoga,528.48,0.8
11092,HIIT,2330.9,1.63
11093,Strength,710.86,0.72
11094,Yoga,943.99,1.31
11095,Strength,1409.63,1.42
11096,HIIT,1172.63,0.97
11097,Yoga,958.4,1.33
11098,Strength,2142.75,1.83
11099,HIIT,1027.56,0.85
11100,Yoga,1288.98,1.65
11101,Yoga,614.36,0.93
11102,HIIT,2229.08,1.56
11103,Strength,1151.53,1.16
11104,HIIT,1858.1,1.41
11105,Cardio,1854.05,1.78
11106,Yoga,1024.1,1.42
11107,Cardio,1145.04,1.3
11108,Strength,1081.06,1.09
11109,HIIT,2502.5,1.75
11110,Yoga,1195.24,1.53
11111,Cardio,959.2,1.09
11112,Yoga,1318.2,1.69
11113,Strength,1157.53,1.07
11114,Strength,1534.88,1.42
11115,HIIT,1379.4,1.14
11116,HIIT,1339.44,1.11
11117,Yoga,330.6,0.5
11118,HIIT,1833.27,1.39
11119,Strength,632.45,0.64
11120,Yoga,1185.6,1.52
11121,Cardio,1152.96,1.2
11122,HIIT,1529.92,1.16
11123,HIIT,1478.4,1.12
11124,Strength,1109.81,1.12
11125,Yoga,847.87,1.28
11126,HIIT,1146.36,0.95
11127,Yoga,1334.83,1.71
11128,HIIT,1705.64,1.29
11129,Cardio,854.38,0.97
11130,Cardio,1769.36,1.7
11131,Yoga,487.51,0.74
11132,Yoga,1287.99,1.65
11133,Cardio,1818.6,1.75
11134,Cardio,1258.4,1.43
11135,Strength,1249.67,1.26
11136,HIIT,738.1,0.61
11137,HIIT,2173.6,1.52
11138,Yoga,884.86,1.23
11139,Cardio,1086.61,1.13
11140,Yoga,712.8,1.08
11141,HIIT,2769.93,1.94
11142,HIIT,2817.1,1.97
11143,Yoga,857.22,1.3
11144,Cardio,1437.6,1.5
11145,Strength,1781.14,1.52
11146,Yoga,805.2,1.22
11147,Yoga,911.63,1.38
11148,Yoga,818.4,1.24
11149,Cardio,1240.8,1.41
11150,Yoga,1017.74,1.41
11151,Yoga,900.0,1.25
11152,Strength,1316.5,1.22
11153,Cardio,1275.74,1.33
11154,Strength,573.16,0.58
11155,Yoga,336.91,0.51
11156,Cardio,1858.74,1.79
11157,HIIT,653.99,0.54
11158,Yoga,548.3,0.83
11159,HIIT,1495.33,1.13
11160,HIIT,822.05,0.68
11161,Strength,1275.46,1.18
11162,HIIT,1875.96,1.42
11163,HIIT,2774.2,1.94
11164,Cardio,1324.8,1.38
11165,HIIT,859.88,0.71
11166,Strength,1231.2,1.14
11167,Cardio,1791.55,1.72
11168,Strength,1229.83,1.24
11169,Strength,1456.62,1.47
11170,Cardio,1210.61,1.26
11171,Cardio,1246.96,1.3
11172,HIIT,605.0,0.5
11173,Strength,1461.2,1.48
11174,HIIT,2590.29,1.81
11175,Cardio,808.13,0.92
11176,Strength,1346.4,1.36
11177,Yoga,903.38,1.37
11178,Cardio,990.45,1.03
11179,Cardio,1981.82,1.91
11180,Yoga,487.51,0.74
11181,Cardio,1094.4,1.14
11182,HIIT,2398.7,1.68
11183,Cardio,988.8,1.03
11184,HIIT,1383.69,1.05
11185,Strength,920.7,0.93
11186,Strength,1089.89,1.01
11187,Cardio,993.5,1.13
11188,Strength,1296.0,1.2
11189,Strength,1364.96,1.38
11190,Cardio,1056.0,1.1
11191,Yoga,415.8,0.63
11192,Yoga,928.03,1.29
11193,Yoga,859.56,1.3
11194,Strength,1449.61,1.34
11195,HIIT,1915.6,1.45
11196,Yoga,897.6,1.36
11197,HIIT,1150.54,0.95
11198,Strength,1965.6,1.68
11199,HIIT,2275.45,1.59
11200,Yoga,567.08,0.86
11201,Cardio,1220.22,1.27
11202,Cardio,1310.01,1.49
11203,Yoga,574.72,0.87
11204,Strength,2324.72,1.99
11205,Yoga,930.35,1.29
11206,Yoga,1443.0,1.85
11207,Cardio,1122.26,1.17
11208,Yoga,1221.77,1.57
11209,Cardio,660.0,0.75
11210,Yoga,851.72,1.18
11211,Strength,813.28,0.82
11212,HIIT,1663.2,1.26
11213,Yoga,889.38,1.35
11214,Strength,1296.0,1.2
11215,Cardio,1411.2,1.47
11216,Cardio,968.0,1.1
11217,Yoga,935.22,1.3
11218,Cardio,738.53,0.84
11219,Yoga,1238.29,1.59
11220,HIIT,2721.18,1.9
11221,Strength,1337.72,1.35
11222,Strength,2166.16,1.85
11223,HIIT,1836.33,1.39
11224,Strength,1779.77,1.52
11225,HIIT,2819.27,1.97
11226,Cardio,1027.2,1.07
11227,Cardio,1258.65,1.31
11228,Cardio,1430.4,1.49
11229,Yoga,1022.4,1.42
11230,Yoga,1466.4,1.88
11231,Strength,2275.04,1.94
11232,HIIT,1808.4,1.37
11233,Yoga,818.4,1.24
11234,Strength,673.2,0.68
11235,HIIT,1559.48,1.29
11236,Strength,1220.4,1.13
11237,Yoga,494.1,0.75
11238,HIIT,1161.6,0.96
11239,HIIT,1695.54,1.4
11240,HIIT,1677.8,1.27
11241,Strength,1952.4,1.67
11242,Strength,1860.3,1.59
11243,HIIT,2741.38,1.92
11244,HIIT,1570.8,1.19
11245,HIIT,2753.53,1.93
11246,Strength,2059.2,1.76
11247,Strength,1117.68,1.13
11248,Yoga,751.72,1.14
11249,Cardio,1210.61,1.26
11250,Cardio,914.37,1.04
11251,Strength,2027.21,1.73
11252,HIIT,1657.7,1.37
11253,HIIT,2453.92,1.72
11254,Yoga,1067.38,1.48
11255,Cardio,2036.83,1.96
11256,Cardio,738.53,0.84
11257,HIIT,1501.04,1.14
11258,Yoga,1057.52,1.47
11259,Yoga,752.4,1.14
11260,Strength,723.36,0.73
11261,HIIT,1425.6,1.08
11262,Cardio,712.8,0.81
11263,Yoga,956.8,1.33
11264,Yoga,951.26,1.44
11265,Strength,2032.67,1.74
11266,Yoga,1016.89,1.41
11267,Strength,1405.17,1.3
11268,Cardio,519.2,0.59
11269,Cardio,791.28,0.9
11270,Strength,1248.53,1.26
11271,Yoga,806.4,1.12
11272,Cardio,1778.4,1.71
11273,Cardio,989.62,1.03
11274,Yoga,1404.0,1.8
11275,HIIT,1590.86,1.31
11276,HIIT,1292.35,1.07
11277,Cardio,1352.47,1.41
11278,Yoga,1436.3,1.84
11279,Cardio,1206.7,1.37
11280,Strength,1284.66,1.3
11281,Yoga,1022.4,1.42
11282,Cardio,1716.0,1.65
11283,Cardio,1094.4,1.14
11284,Yoga,608.3,0.92
11285,Yoga,755.37,1.05
11286,HIIT,1851.08,1.4
11287,Yoga,1005.48,1.4
11288,Cardio,1267.2,1.32
11289,Cardio,1297.08,1.35
11290,Strength,1263.6,1.17
11291,Yoga,501.14,0.76
11292,Strength,1287.0,1.3
11293,Yoga,972.0,1.35
11294,Yoga,992.77,1.38
11295,HIIT,1364.81,1.13
11296,Strength,1382.4,1.28
11297,Yoga,1421.78,1.82
11298,HIIT,1560.9,1.29
11299,Cardio,1110.82,1.16
11300,Strength,1587.6,1.47
11301,Strength,752.4,0.76
11302,Yoga,770.09,1.17
11303,Strength,1564.7,1.45
11304,Yoga,1454.15,1.86
11305,Yoga,563.04,0.85
11306,HIIT,1504.8,1.14
11307,HIIT,2645.5,1.85
11308,HIIT,1442.4,1.09
11309,Yoga,984.76,1.37
11310,Strength,2291.44,1.96
11311,Strength,1356.3,1.37
11312,Cardio,791.28,0.9
11313,Cardio,1621.15,1.56
11314,Yoga,917.4,1.39
11315,Cardio,1293.6,1.47
11316,HIIT,1391.5,1.15
11317,Strength,1069.2,1.08
11318,HIIT,1535.03,1.16
11319,HIIT,1718.2,1.42
11320,Yoga,943.2,1.31
11321,HIIT,1834.8,1.39
11322,Cardio,1047.27,1.09
11323,Cardio,1285.33,1.34
11324,HIIT,834.14,0.69
11325,Cardio,800.8,0.91
11326,HIIT,1174.77,0.97
11327,Cardio,1048.14,1.09
11328,Strength,1564.7,1.45
11329,Yoga,1001.63,1.39
11330,Yoga,720.05,1.09
11331,Strength,1483.65,1.5
11332,Cardio,784.62,0.89
11333,Cardio,1941.81,1.87
11334,Cardio,1768.0,1.7
11335,Yoga,560.49,0.85
11336,Yoga,1008.0,1.4
11337,Strength,2151.14,1.84
11338,HIIT,1585.1,1.31
11339,Cardio,968.79,1.01
11340,Cardio,721.6,0.82
11341,Cardio,440.4,0.5
11342,Strength,2248.13,1.92
11343,HIIT,1560.9,1.29
11344,Strength,1353.83,1.37
11345,HIIT,1518.0,1.15
11346,Cardio,1626.14,1.56
11347,Cardio,1830.4,1.76
11348,Strength,931.45,0.94
11349,Yoga,911.63,1.38
11350,Yoga,606.1,0.92
11351,HIIT,2860.0,2.0
11352,Cardio,2028.0,1.95
11353,Cardio,1160.63,1.21
11354,Strength,1479.6,1.37
11355,Yoga,821.48,1.14
11356,Strength,1114.25,1.03
11357,Yoga,355.43,0.54
11358,Cardio,1421.98,1.48
11359,Yoga,1014.35,1.41
11360,Strength,1462.54,1.48
11361,Yoga,820.12,1.14
11362,Cardio,1631.54,1.57
11363,Strength,1080.9,1.0
11364,Yoga,1459.72,1.87
11365,Yoga,1075.48,1.49
11366,HIIT,1811.41,1.37
11367,Strength,1325.39,1.34
11368,Cardio,1067.38,1.11
11369,Cardio,1082.4,1.23
11370,Yoga,957.0,1.45
11371,Strength,1347.62,1.36
11372,Strength,881.1,0.89
11373,Strength,1407.08,1.42
11374,Yoga,748.8,1.04
11375,Cardio,1241.93,1.41
11376,Strength,1599.73,1.48
11377,Strength,1288.17,1.3
11378,HIIT,907.5,0.75
11379,HIIT,1573.0,1.3
11380,Strength,899.26,0.91
11381,Yoga,1489.8,1.91
11382,Cardio,1652.33,1.59
11383,Strength,2059.2,1.76
11384,Strength,791.28,0.8
11385,Yoga,343.2,0.52
11386,Yoga,850.31,1.18
11387,HIIT,1387.16,1.05
11388,Yoga,778.8,1.18
11389,Strength,1118.7,1.13
11390,Cardio,1656.14,1.59
11391,Strength,1383.48,1.4
11392,Yoga,951.19,1.32
11393,Strength,1361.93,1.26
11394,Cardio,1411.2,1.47
11395,Strength,1434.01,1.33
11396,Strength,1096.9,1.11
11397,Cardio,2059.2,1.98
11398,Yoga,336.29,0.51
11399,Cardio,1084.8,1.13
11400,Strength,881.1,0.89
11401,Yoga,654.59,0.99
11402,Yoga,562.02,0.85
11403,Yoga,956.8,1.33
11404,Strength,1177.03,1.19
11405,Yoga,376.88,0.57
11406,Strength,1188.99,1.1
11407,HIIT,1357.66,1.12
11408,Yoga,450.43,0.68
11409,Cardio,1159.66,1.21
11410,Yoga,416.56,0.63
11411,HIIT,1915.6,1.45
11412,Cardio,1010.16,1.15
11413,Strength,1393.2,1.29
11414,HIIT,1504.8,1.14
11415,HIIT,2575.98,1.8
11416,Yoga,1366.46,1.76
11417,HIIT,1375.09,1.04
11418,Cardio,934.5,1.06
11419,Cardio,1351.34,1.41
11420,Yoga,502.06,0.76
11421,HIIT,2429.13,1.7
11422,Strength,1288.41,1.19
11423,Yoga,1058.4,1.47
11424,Strength,1158.3,1.17
11425,Yoga,435.6,0.66
11426,Yoga,778.8,1.18
11427,Strength,2059.2,1.76
11428,HIIT,1016.4,0.84
11429,Strength,1134.95,1.05
11430,Yoga,740.36,1.03
11431,Cardio,1828.99,1.76
11432,Strength,1211.62,1.12
11433,Yoga,1224.6,1.57
11434,Cardio,1132.8,1.18
11435,Yoga,1014.35,1.41
11436,Cardio,546.1,0.62
11437,Cardio,440.0,0.5
11438,HIIT,2531.1,1.77
11439,Yoga,586.87,0.89
11440,HIIT,665.5,0.55
11441,Cardio,1976.0,1.9
11442,Strength,1930.5,1.65
11443,Cardio,1152.8,1.31
11444,HIIT,1485.59,1.23
11445,Strength,1070.17,1.08
11446,HIIT,1504.8,1.14
11447,Yoga,741.6,1.03
11448,Cardio,1287.14,1.46
11449,Cardio,748.68,0.85
11450,Yoga,845.57,1.28
11451,Cardio,995.9,1.04
11452,Cardio,879.2,1.0
11453,Strength,1185.03,1.1
11454,Cardio,1897.17,1.82
11455,Cardio,1935.89,1.86
11456,HIIT,1361.87,1.03
11457,Strength,1563.39,1.45
11458,Yoga,607.2,0.92
11459,Yoga,866.96,1.31
11460,Yoga,907.2,1.26
11461,Cardio,791.28,0.9
11462,Strength,1444.09,1.46
11463,HIIT,1809.91,1.37
11464,HIIT,1330.98,1.01
11465,Strength,891.81,0.9
11466,Yoga,1436.3,1.84
11467,Cardio,502.06,0.57
11468,HIIT,1595.87,1.21
11469,Strength,2052.86,1.76
11470,Strength,1939.21,1.66
11471,Strength,1308.98,1.21
11472,Yoga,1546.78,1.98
11473,Cardio,1286.4,1.34
11474,Yoga,971.19,1.35
11475,Strength,1129.63,1.14
11476,HIIT,1465.2,1.11
11477,Cardio,1335.51,1.39
11478,Cardio,1036.8,1.08
11479,Strength,1399.32,1.3
11480,Cardio,792.72,0.9
11481,Yoga,414.67,0.63
11482,HIIT,1664.59,1.26
11483,Yoga,1504.24,1.93
11484,Strength,1895.4,1.62
11485,Strength,819.46,0.83
11486,Yoga,1357.2,1.74
11487,Cardio,1075.2,1.12
11488,Cardio,987.15,1.03
11489,Cardio,976.75,1.02
11490,Strength,1247.4,1.26
11491,Strength,1536.16,1.42
11492,HIIT,2171.93,1.52
11493,Strength,960.3,0.97
11494,HIIT,1268.19,1.05
11495,HIIT,2389.94,1.67
11496,HIIT,1758.53,1.33
11497,Yoga,969.57,1.35
11498,Strength,1447.2,1.34
11499,Strength,1522.8,1.41
11500,Cardio,994.4,1.13
11501,Strength,1964.09,1.68
11502,Cardio,1257.26,1.43
11503,Cardio,960.0,1.0
11504,Strength,1566.0,1.45
11505,Cardio,2039.97,1.96
11506,Yoga,382.8,0.58
11507,HIIT,918.76,0.76
11508,Cardio,791.28,0.9
11509,Strength,1338.08,1.24
11510,Yoga,625.86,0.95
11511,HIIT,1597.2,1.21
11512,Strength,1115.65,1.13
11513,Yoga,834.5,1.16
11514,HIIT,1768.8,1.34
11515,Strength,2224.71,1.9
11516,Yoga,966.41,1.34
11517,HIIT,1430.4,1.18
11518,Yoga,914.4,1.27
11519,Yoga,921.6,1.28
11520,Strength,881.9,0.89
11521,Cardio,1679.55,1.61
11522,Yoga,1193.4,1.53
11523,Cardio,1861.6,1.79
11524,Yoga,951.98,1.32
11525,Yoga,797.87,1.21
11526,Strength,1405.17,1.3
11527,Yoga,1016.05,1.41
11528,Yoga,1467.53,1.88
11529,HIIT,1610.4,1.22
11530,Yoga,1051.2,1.46
11531,Strength,1240.97,1.15
11532,Strength,1000.81,1.01
11533,Yoga,838.2,1.27
11534,HIIT,1521.8,1.15
11535,Strength,1222.43,1.13
11536,HIIT,1304.42,1.08
11537,HIIT,1437.6,1.09
11538,HIIT,2416.7,1.69
11539,Yoga,1031.32,1.43
11540,HIIT,1659.21,1.37
11541,Yoga,812.24,1.13
11542,Cardio,792.0,0.9
11543,HIIT,1519.26,1.15
11544,Cardio,1222.09,1.39
11545,Strength,1485.0,1.5
11546,Strength,1118.7,1.13
11547,HIIT,895.4,0.74
11548,HIIT,1858.1,1.41
11549,Cardio,1831.81,1.76
11550,Cardio,1364.34,1.42
11551,HIIT,1740.95,1.32
11552,Yoga,913.64,1.27
11553,Cardio,1265.09,1.32
11554,Strength,899.26,0.91
11555,Strength,1089.89,1.01
11556,Strength,900.9,0.91
11557,HIIT,1672.84,1.38
11558,Yoga,1310.4,1.68
11559,HIIT,2155.98,1.51
11560,Cardio,1113.6,1.16
11561,Strength,958.55,0.97
11562,Strength,1221.42,1.13
11563,Yoga,1387.33,1.78
11564,HIIT,1425.6,1.08
11565,HIIT,1149.5,0.95
11566,HIIT,1899.22,1.44
11567,Strength,1397.17,1.41
11568,Cardio,960.8,1.0
11569,Yoga,929.57,1.29
11570,Cardio,913.54,1.04
11571,Yoga,1292.81,1.66
11572,Strength,1439.99,1.33
11573,HIIT,676.98,0.56
11574,Strength,2186.22,1.87
11575,HIIT,1438.8,1.09
11576,Yoga,1366.05,1.75
11577,Cardio,1276.0,1.45
11578,HIIT,1699.96,1.29
11579,HIIT,822.05,0.68
11580,HIIT,968.88,0.8
11581,Strength,1579.43,1.46
11582,Strength,1383.48,1.4
11583,Yoga,475.2,0.72
11584,Yoga,799.2,1.11
11585,Yoga,928.03,1.29
11586,Yoga,937.2,1.42
11587,Yoga,917.4,1.39
11588,Yoga,860.34,1.3
11589,HIIT,1773.22,1.34
11590,Yoga,1444.11,1.85
11591,Cardio,1921.04,1.85
11592,HIIT,1886.03,1.43
11593,Strength,782.81,0.79
11594,HIIT,1461.54,1.11
11595,Yoga,574.72,0.87
11596,HIIT,1606.37,1.22
11597,Strength,583.04,0.59
11598,Strength,1598.4,1.48
11599,Yoga,797.2,1.11
11600,HIIT,1877.52,1.42
11601,HIIT,1430.4,1.18
11602,Strength,2013.95,1.72
11603,Strength,1253.84,1.16
11604,Yoga,1489.8,1.91
11605,Strength,544.5,0.55
11606,Strength,961.17,0.97
11607,Cardio,1296.0,1.35
11608,Yoga,864.6,1.31
11609,Cardio,932.8,1.06
11610,Strength,2045.92,1.75
11611,HIIT,1532.48,1.16
11612,Yoga,474.34,0.72
11613,Yoga,909.97,1.38
11614,Strength,1499.95,1.39
11615,Yoga,640.78,0.97
11616,Yoga,698.96,1.06
11617,Strength,723.36,0.73
11618,HIIT,919.6,0.76
11619,Cardio,773.7,0.88
11620,Cardio,1074.3,1.12
11621,Yoga,720.05,1.09
11622,Yoga,1303.6,1.67
11623,Yoga,500.23,0.76
11624,HIIT,2557.73,1.79
11625,Cardio,978.38,1.02
11626,Cardio,2047.22,1.97
11627,Yoga,436.0,0.66
11628,Yoga,1006.32,1.4
11629,Yoga,495.9,0.75
11630,Yoga,1195.24,1.53
11631,Strength,2094.3,1.79
11632,Cardio,737.86,0.84
11633,HIIT,2449.06,1.71
11634,HIIT,1858.1,1.41
11635,Strength,2152.8,1.84
11636,HIIT,2833.58,1.98
11637,Yoga,613.8,0.93
11638,Strength,1839.73,1.57
11639,Yoga,863.28,1.2
11640,Strength,1469.2,1.48
11641,HIIT,1079.84,0.89
11642,Cardio,502.51,0.57
11643,Strength,661.49,0.67
11644,Cardio,1830.4,1.76
11645,Cardio,1113.54,1.27
11646,Cardio,1241.93,1.41
11647,Strength,1082.04,1.09
11648,Yoga,1474.2,1.89
11649,Yoga,1363.95,1.75
11650,HIIT,2692.54,1.88
11651,Strength,761.61,0.77
11652,Strength,623.13,0.63
11653,Cardio,819.14,0.93
11654,HIIT,1930.41,1.46
11655,HIIT,1343.1,1.11
11656,HIIT,1372.8,1.04
11657,HIIT,1282.6,1.06
11658,HIIT,1875.96,1.42
11659,Cardio,1604.06,1.54
11660,Yoga,957.0,1.45
11661,Cardio,1101.0,1.25
11662,Strength,1165.43,1.08
11663,HIIT,1474.86,1.22
11664,Yoga,896.78,1.36
11665,Yoga,434.41,0.66
11666,Yoga,774.31,1.17
11667,Strength,2174.53,1.86
11668,Cardio,581.33,0.66
11669,Strength,1989.0,1.7
11670,Strength,1277.59,1.18
11671,Yoga,680.42,1.03
11672,Strength,1563.39,1.45
11673,Cardio,1113.6,1.16
11674,Yoga,905.84,1.37
11675,Cardio,818.4,0.93
11676,Strength,811.06,0.82
11677,Strength,2031.1,1.74
11678,Yoga,740.98,1.03
11679,Cardio,1056.0,1.2
11680,Strength,1522.8,1.41
11681,Cardio,992.59,1.13
11682,Cardio,1106.78,1.26
11683,HIIT,2198.81,1.54
11684,Strength,1479.6,1.37
11685,Strength,2202.98,1.88
11686,Yoga,1302.6,1.67
11687,HIIT,2794.94,1.95
11688,HIIT,884.1,0.73
11689,HIIT,2547.36,1.78
11690,Cardio,1285.33,1.34
11691,Yoga,475.2,0.72
11692,Strength,1355.07,1.37
11693,HIIT,688.45,0.57
11694,HIIT,1291.17,1.07
11695,Cardio,1205.6,1.37
11696,Strength,1408.36,1.42
11697,Yoga,1059.28,1.47
11698,HIIT,1003.39,0.83
11699,Yoga,862.56,1.2
11700,Strength,1456.78,1.35
11701,Strength,2293.2,1.96
11702,Strength,1122.26,1.04
11703,HIIT,1713.14,1.3
11704,Yoga,1458.6,1.87
11705,HIIT,1900.8,1.44
11706,Cardio,1045.53,1.09
11707,Yoga,1310.4,1.68
11708,Cardio,1048.15,1.19
11709,Strength,1185.84,1.2
11710,Cardio,1757.6,1.69
11711,HIIT,2817.1,1.97
11712,Strength,1197.9,1.21
11713,Cardio,1143.35,1.19
11714,Yoga,917.4,1.39
11715,HIIT,1305.61,1.08
11716,Strength,1835.49,1.57
11717,Cardio,1420.8,1.48
11718,HIIT,1780.52,1.35
11719,Strength,1359.67,1.26
11720,Cardio,1392.0,1.45
11721,Cardio,1267.2,1.32
11722,Cardio,1063.82,1.11
11723,HIIT,1859.65,1.41
11724,Yoga,720.0,1.0
11725,Yoga,1295.8,1.66
11726,Yoga,812.92,1.13
11727,HIIT,1638.16,1.24
11728,Strength,494.55,0.5
11729,Cardio,1104.92,1.15
11730,Yoga,1016.05,1.41
11731,HIIT,1930.41,1.46
11732,Strength,1426.79,1.32
11733,Strength,1089.89,1.01
11734,Cardio,959.2,1.09
11735,Yoga,481.8,0.73
11736,HIIT,2819.27,1.97
11737,Strength,662.7,0.67
11738,HIIT,604.45,0.5
11739,HIIT,1902.38,1.44
11740,Strength,1350.0,1.25
11741,Yoga,740.98,1.03
11742,Yoga,589.0,0.89
11743,Cardio,1705.6,1.64
11744,Strength,1590.25,1.47
11745,Yoga,337.21,0.51
11746,Strength,1945.19,1.66
11747,Cardio,1996.8,1.92
11748,HIIT,2160.96,1.51
11749,Yoga,1233.35,1.58
11750,HIIT,1376.23,1.04
11751,HIIT,1925.59,1.46
11752,Strength,1886.6,1.61
11753,Cardio,1943.3,1.87
11754,Cardio,957.6,1.0
11755,Cardio,1094.4,1.14
11756,HIIT,1660.43,1.26
11757,HIIT,1492.84,1.13
11758,Cardio,970.41,1.01
11759,Strength,1197.8,1.11
11760,Cardio,1045.53,1.09
11761,HIIT,1675.0,1.27
11762,Yoga,606.65,0.92
11763,Yoga,792.0,1.1
11764,HIIT,1271.66,1.05
11765,Strength,742.5,0.75
11766,HIIT,1648.62,1.25
11767,Cardio,466.82,0.53
11768,HIIT,1950.34,1.48
11769,Yoga,735.01,1.02
11770,HIIT,1796.7,1.36
11771,Cardio,1026.79,1.17
11772,Yoga,928.8,1.29
11773,HIIT,1557.6,1.18
11774,Cardio,748.0,0.85
11775,Yoga,978.58,1.48
11776,Yoga,771.04,1.07
11777,Strength,1165.01,1.18
11778,HIIT,1414.41,1.17
11779,Cardio,949.54,1.08
11780,Yoga,1052.95,1.46
11781,Yoga,1324.98,1.7
11782,HIIT,1308.98,0.99
11783,Cardio,2078.4,2.0
11784,HIIT,1453.21,1.1
11785,Cardio,976.75,1.02
11786,Cardio,775.1,0.88
11787,HIIT,628.63,0.52
11788,Strength,1089.0,1.1
11789,Cardio,729.74,0.83
11790,Strength,1501.2,1.39
11791,Strength,970.2,0.98
11792,HIIT,1771.75,1.34
11793,Yoga,924.84,1.4
11794,Strength,2037.37,1.74
11795,Yoga,720.0,1.0
11796,HIIT,1970.08,1.49
11797,Cardio,1797.82,1.73
11798,Strength,1610.54,1.49
11799,Strength,1594.4,1.48
11800,Cardio,642.98,0.73
11801,HIIT,1706.1,1.41
11802,Yoga,368.59,0.56
11803,Yoga,884.86,1.23
11804,Yoga,593.46,0.9
11805,HIIT,1466.42,1.11
11806,HIIT,664.9,0.55
11807,Strength,2062.37,1.76
11808,Cardio,1227.52,1.4
11809,Yoga,726.59,1.01
11810,HIIT,2445.3,1.71
11811,Strength,545.0,0.55
11812,Strength,2174.53,1.86
11813,Strength,712.8,0.72
11814,Strength,763.69,0.77
11815,Strength,1328.4,1.23
11816,Yoga,1066.49,1.48
11817,HIIT,1664.59,1.26
11818,Strength,1168.2,1.18
11819,HIIT,1688.19,1.28
11820,Cardio,1150.7,1.31
11821,Strength,2291.44,1.96
11822,HIIT,1426.5,1.18
11823,Strength,1070.09,0.99
11824,HIIT,1657.7,1.37
11825,HIIT,2645.5,1.85
11826,Strength,1148.4,1.16
11827,HIIT,1663.2,1.26
11828,Yoga,1030.46,1.43
11829,HIIT,1453.21,1.1
11830,Strength,1080.9,1.0
11831,Yoga,1067.38,1.48
11832,Yoga,848.89,1.18
11833,Yoga,911.63,1.38
11834,Yoga,375.86,0.57
11835,HIIT,2259.4,1.58
11836,Yoga,1263.6,1.62
11837,HIIT,1943.63,1.47
11838,Yoga,1350.44,1.73
11839,HIIT,2817.1,1.97
11840,Strength,1921.75,1.64
11841,Cardio,1298.85,1.48
11842,Yoga,396.0,0.6
11843,HIIT,1017.32,0.84
11844,Yoga,766.3,1.16
11845,Strength,980.99,0.99
11846,Strength,1543.11,1.43
11847,Cardio,1131.86,1.18
11848,Yoga,828.69,1.15
11849,Cardio,1366.61,1.42
11850,Cardio,546.1,0.62
11851,Cardio,1000.9,1.04
11852,HIIT,2651.6,1.85
11853,Yoga,962.72,1.46
11854,Cardio,545.6,0.62
11855,Strength,1398.44,1.41
11856,Yoga,776.95,1.08
11857,Strength,1587.6,1.47
11858,Strength,742.5,0.75
11859,Cardio,1215.5,1.38
11860,Yoga,876.94,1.22
11861,HIIT,1861.2,1.41
11862,HIIT,1789.17,1.48
11863,HIIT,1704.22,1.29
11864,HIIT,1718.86,1.3
11865,Yoga,836.59,1.16
11866,HIIT,1425.6,1.08
11867,Yoga,1324.98,1.7
11868,Cardio,589.06,0.67
11869,Strength,1297.08,1.2
11870,Cardio,810.34,0.92
11871,HIIT,1520.44,1.26
11872,Yoga,343.2,0.52
11873,HIIT,1568.18,1.19
11874,Cardio,1932.91,1.86
11875,Strength,2000.7,1.71
11876,Strength,1178.18,1.09
11877,Yoga,857.51,1.19
11878,Cardio,1248.0,1.3
11879,Cardio,1214.4,1.38
11880,HIIT,2490.11,1.74
11881,Strength,1810.71,1.55
11882,Strength,1390.88,1.29
11883,HIIT,1553.02,1.28
11884,Yoga,980.02,1.36
11885,Cardio,1390.84,1.45
11886,Yoga,488.84,0.74
11887,HIIT,930.85,0.77
11888,Yoga,613.24,0.93
11889,HIIT,1499.04,1.24
11890,Yoga,818.4,1.24
11891,Yoga,350.12,0.53
11892,HIIT,1223.21,1.01
11893,HIIT,837.18,0.69
11894,HIIT,1391.5,1.15
11895,Strength,1462.54,1.48
11896,Strength,1254.89,1.16
11897,Cardio,1438.8,1.5
11898,HIIT,1687.84,1.4
11899,Yoga,1535.42,1.97
11900,Yoga,1295.8,1.66
11901,Strength,1475.9,1.37
11902,Yoga,832.36,1.26
11903,HIIT,1609.3,1.33
11904,HIIT,1706.1,1.41
11905,Strength,1394.63,1.41
11906,HIIT,2429.13,1.7
11907,Strength,1455.57,1.35
11908,Yoga,1427.4,1.83
11909,Yoga,1038.53,1.44
11910,Cardio,1266.14,1.32
11911,Yoga,710.86,1.08
11912,Cardio,1018.45,1.06
11913,Cardio,1029.77,1.07
11914,Cardio,1311.91,1.37
11915,Yoga,1483.14,1.9
